subject_id	Gene_ID	exprLevel_log	Protein_ID	transcript_ID
Potri.005G114600.2	WUAT02014108.1	12.34527745	424285	434986
Potri.005G115700.1	WUAT02014162.1	10.58189736	424297	434998
Potri.005G120800.2	WUAT02011291.1	10.36373267	424365	435066
Potri.005G120500.1	WUAT02022870.1	10.28003285	424373	435074
Potri.005G107600.1	WUAT02008641.1	7.45844065	424383	435084
Potri.005G107600.1	WUAT02022172.1	7.496132557	424383	435084
Potri.013G085500.1	WUAT02008519.1	8.523723906	424443	435144
Potri.001G000600.1	WUAT02022902.1	3.203403967	547564	547564
Potri.001G004500.1	WUAT02008209.1	8.738048808	547596	547596
Potri.001G005000.1	WUAT02001903.1	7.865764515	547603	547603
Potri.001G007800.1	WUAT02022370.1	10.0384071	547629	547629
Potri.001G013700.1	WUAT02017817.1	10.11460497	547690	547690
Potri.001G038100.2	WUAT02022178.1	11.36833909	547725	547725
Potri.001G032400.1	WUAT02004473.1	10.742785	547785	547785
Potri.001G026100.1	WUAT02001508.1	6.387755554	547827	547827
Potri.001G026100.1	WUAT02008170.1	6.990811677	547827	547827
Potri.001G025300.1	WUAT02010212.1	9.960331593	547834	547834
Potri.001G052300.1	WUAT02018897.1	11.11045601	547984	547984
Potri.001G054600.1	WUAT02012840.1	9.926906864	548008	548008
Potri.001G060800.1	WUAT02010933.1	8.999545481	548061	548061
Potri.001G079800.1	WUAT02017594.1	9.397862924	548217	548217
Potri.001G090300.1	WUAT02009956.1	9.322960182	548326	548326
Potri.001G102200.1	WUAT02008384.1	9.900872192	548444	548444
Potri.001G110700.1	WUAT02002057.1	11.76586456	548519	548519
Potri.001G111800.1	WUAT02005383.1	10.02825705	548532	548532
Potri.001G176900.1	WUAT02008416.1	9.22811363	548648	548648
Potri.001G278500.1	WUAT02018365.1	8.626958942	549422	549422
Potri.001G351300.5	WUAT02013826.1	9.894011139	549474	549474
Potri.001G349900.1	WUAT02017965.1	8.840564888	549493	549493
Potri.001G346900.1	WUAT02015258.1	6.577351161	549534	549534
Potri.001G343400.1	WUAT02021552.1	10.63613178	549568	549568
Potri.001G326600.4	WUAT02013122.1	8.117591299	549729	549729
Potri.001G323100.1	WUAT02003839.1	11.20882139	549767	549767
Potri.001G296700.2	WUAT02022682.1	5.481565838	549981	549981
Potri.001G369300.1	WUAT02002871.1	10.27291094	550224	550224
Potri.001G375600.1	WUAT02000182.1	3.689113341	550287	550287
Potri.001G375600.1	WUAT02020176.1	2.326788462	550287	550287
Potri.001G457700.1	WUAT02000042.1	8.960168636	550537	550537
Potri.001G457700.1	WUAT02004906.1	9.557392098	550537	550537
Potri.001G457700.1	WUAT02007094.1	7.961457549	550537	550537
Potri.001G457700.1	WUAT02009285.1	9.984452434	550537	550537
Potri.001G457700.1	WUAT02012433.1	2.870143031	550537	550537
Potri.001G457700.1	WUAT02012662.1	4.463730142	550537	550537
Potri.001G457700.1	WUAT02017301.1	8.441062477	550537	550537
Potri.001G457700.1	WUAT02022844.1	9.793993583	550537	550537
Potri.001G459700.1	WUAT02014457.1	9.883643251	550555	550555
Potri.001G459700.1	WUAT02016043.1	7.078366502	550555	550555
Potri.001G465300.2	WUAT02017708.1	9.583176309	550607	550607
Potri.001G466000.2	WUAT02000772.1	12.62215972	550613	550613
Potri.001G466000.2	WUAT02002808.1	2.920226439	550613	550613
Potri.001G466000.2	WUAT02009640.1	7.375684621	550613	550613
Potri.001G466000.2	WUAT02017756.1	7.349110684	550613	550613
Potri.002G006200.1	WUAT02020657.1	9.230899315	550737	550737
Potri.002G009800.5	WUAT02009577.1	10.52608634	550767	550767
Potri.002G013100.1	WUAT02005433.1	10.08160162	550801	550801
Potri.002G016100.1	WUAT02020170.1	7.325628037	550827	550827
Potri.002G018000.1	WUAT02019294.1	9.850320782	550845	550845
Potri.002G027800.1	WUAT02022988.1	7.039060425	550938	550938
Potri.002G028200.1	WUAT02014555.1	8.799772065	550941	550941
Potri.002G042500.3	WUAT02004744.1	10.33518685	551073	551073
Potri.002G054000.1	WUAT02022205.1	8.455864945	551188	551188
Potri.002G054000.1	WUAT02023397.1	8.036627658	551188	551188
Potri.002G057700.2	WUAT02021808.1	10.38957035	551227	551227
Potri.002G072900.1	WUAT02016588.1	10.23260869	551368	551368
Potri.002G079400.2	WUAT02015139.1	10.56147681	551420	551420
Potri.002G083400.10	WUAT02012839.1	9.880635006	551453	551453
Potri.002G090200.1	WUAT02017614.1	9.396166119	551519	551519
Potri.002G094700.1	WUAT02001042.1	8.344731359	551562	551562
Potri.002G103300.1	WUAT02008560.1	11.74801964	551633	551633
Potri.002G103800.1	WUAT02004276.1	10.31154169	551637	551637
Potri.002G103800.1	WUAT02007253.1	5.082884861	551637	551637
Potri.002G103800.1	WUAT02017528.1	10.79282953	551637	551637
Potri.002G110000.1	WUAT02003008.1	3.929234347	551699	551699
Potri.002G110000.1	WUAT02007152.1	7.003967379	551699	551699
Potri.002G110000.1	WUAT02020971.1	9.36871033	551699	551699
Potri.002G117500.1	WUAT02018833.1	9.820590423	551772	551772
Potri.002G127300.1	WUAT02017055.1	5.087020227	551863	551863
Potri.002G128000.1	WUAT02015059.1	7.800922165	551871	551871
Potri.002G140300.1	WUAT02022306.1	6.67394346	551980	551980
Potri.002G145000.1	WUAT02021903.1	10.13658832	552022	552022
Potri.002G145500.1	WUAT02006238.1	10.81878969	552027	552027
Potri.002G146300.1	WUAT02006040.1	11.77938308	552034	552034
Potri.002G149300.1	WUAT02020291.1	4.811839136	552063	552063
Potri.002G176000.1	WUAT02000002.1	9.675433907	552316	552316
Potri.002G205700.1	WUAT02011161.1	10.9909397	552428	552428
Potri.002G201300.1	WUAT02007957.1	10.46931226	552480	552480
Potri.002G199700.1	WUAT02002908.1	8.197453407	552495	552495
Potri.002G197600.1	WUAT02003503.1	8.312487765	552513	552513
Potri.002G187100.1	WUAT02017713.1	10.89542507	552616	552616
Potri.002G187000.7	WUAT02007345.1	9.713425199	552617	552617
Potri.002G187000.7	WUAT02009411.1	9.293523906	552617	552617
Potri.002G213300.2	WUAT02006049.1	10.18337919	552636	552636
Potri.002G214100.1	WUAT02006409.1	11.56000696	552645	552645
Potri.002G215900.1	WUAT02012223.1	9.85507307	552665	552665
Potri.002G224100.1	WUAT02006503.1	9.905715807	552732	552732
Potri.002G225600.6	WUAT02016547.1	8.426479107	552748	552748
Potri.002G230700.3	WUAT02000397.1	9.22343341	552806	552806
Potri.002G230700.3	WUAT02005080.1	6.653240795	552806	552806
Potri.002G233500.1	WUAT02004878.1	8.145565168	552842	552842
Potri.017G135500.1	WUAT02015650.1	7.529902569	552894	552894
Potri.017G134900.1	WUAT02006887.1	8.304294106	552900	552900
Potri.017G123700.1	WUAT02002170.1	9.754040861	553020	553020
Potri.017G123700.1	WUAT02006785.1	10.23383856	553020	553020
Potri.017G123700.1	WUAT02008827.1	9.461640869	553020	553020
Potri.017G123700.1	WUAT02013052.1	10.55301277	553020	553020
Potri.002G242600.1	WUAT02003878.1	9.880631291	553165	553165
Potri.002G243700.1	WUAT02015471.1	10.13758535	553180	553180
Potri.002G251600.1	WUAT02002084.1	7.683063256	553250	553250
Potri.002G251700.1	WUAT02019608.1	9.006776002	553251	553251
Potri.002G256500.1	WUAT02007476.1	9.677578582	553299	553299
Potri.002G259600.4	WUAT02000184.1	10.5007078	553334	553334
Potri.002G259600.4	WUAT02001658.1	9.681746011	553334	553334
Potri.002G259600.4	WUAT02011819.1	10.27479228	553334	553334
Potri.003G018700.1	WUAT02013613.1	6.994095956	553421	553421
Potri.003G020300.2	WUAT02007570.1	11.57940587	553441	553441
Potri.003G024100.1	WUAT02017337.1	5.362504275	553487	553487
Potri.003G073400.2	WUAT02014080.1	10.65082483	553835	553835
Potri.003G080900.2	WUAT02007228.1	10.97487306	553916	553916
Potri.007G051900.1	WUAT02017520.1	9.368502029	553937	553937
Potri.007G054900.1	WUAT02013626.1	9.563335977	553967	553967
Potri.007G055400.1	WUAT02012929.1	7.369411237	553972	553972
Potri.007G056200.1	WUAT02016958.1	8.27614814	553979	553979
Potri.007G056200.1	WUAT02018496.1	7.711878331	553979	553979
Potri.007G056200.1	WUAT02020634.1	10.1514896	553979	553979
Potri.007G056200.1	WUAT02021274.1	6.800281446	553979	553979
Potri.003G107400.1	WUAT02006634.1	8.3764067	554165	554165
Potri.003G108200.1	WUAT02004798.1	8.417168141	554173	554173
Potri.003G108900.1	WUAT02004180.1	6.188304478	554178	554178
Potri.003G116900.1	WUAT02007808.1	9.786056341	554259	554259
Potri.003G117500.1	WUAT02006913.1	11.16597394	554268	554268
Potri.003G120000.1	WUAT02003903.1	10.79273241	554291	554291
Potri.003G128100.1	WUAT02021068.1	9.225739208	554376	554376
Potri.003G129600.3	WUAT02006967.1	9.042558676	554389	554389
Potri.003G160500.1	WUAT02021943.1	9.430388563	554665	554665
Potri.003G161700.1	WUAT02008308.1	10.23898663	554675	554675
Potri.003G177600.1	WUAT02016064.1	8.347923581	554834	554834
Potri.003G181100.1	WUAT02004951.1	9.544707685	554871	554871
Potri.003G201200.4	WUAT02001597.1	5.862769844	555007	555007
Potri.003G201200.4	WUAT02005828.1	10.90830042	555007	555007
Potri.003G201200.4	WUAT02005906.1	7.141231465	555007	555007
Potri.003G201200.4	WUAT02006074.1	9.665348378	555007	555007
Potri.003G201200.4	WUAT02006193.1	10.01450099	555007	555007
Potri.003G201200.4	WUAT02007697.1	8.471545578	555007	555007
Potri.003G201200.4	WUAT02008496.1	5.527318449	555007	555007
Potri.003G201200.4	WUAT02009006.1	5.908299058	555007	555007
Potri.003G201200.4	WUAT02009011.1	9.31689821	555007	555007
Potri.003G201200.4	WUAT02010392.1	10.36149675	555007	555007
Potri.003G201200.4	WUAT02011381.1	8.195453981	555007	555007
Potri.003G201200.4	WUAT02011446.1	5.315753846	555007	555007
Potri.003G201200.4	WUAT02011584.1	10.90637767	555007	555007
Potri.003G201200.4	WUAT02012643.1	5.344371525	555007	555007
Potri.003G201200.4	WUAT02015742.1	9.607024963	555007	555007
Potri.003G201200.4	WUAT02016205.1	9.023597688	555007	555007
Potri.003G201200.4	WUAT02016763.1	9.534987805	555007	555007
Potri.003G201200.4	WUAT02017890.1	7.153259994	555007	555007
Potri.003G201200.4	WUAT02019519.1	9.259254444	555007	555007
Potri.003G201200.4	WUAT02022578.1	5.429523115	555007	555007
Potri.003G201200.4	WUAT02023095.1	8.477606947	555007	555007
Potri.003G201200.4	WUAT02023120.1	8.769623919	555007	555007
Potri.003G194400.2	WUAT02016334.1	8.471034092	555071	555071
Potri.003G220100.1	WUAT02008506.1	10.58798668	555202	555202
Potri.004G013300.1	WUAT02006314.1	9.416304357	555301	555301
Potri.004G027200.1	WUAT02013443.1	7.857724665	555416	555416
Potri.004G035300.4	WUAT02012741.1	10.89080843	555506	555506
Potri.004G049400.1	WUAT02011191.1	10.66233257	555746	555746
Potri.004G105400.1	WUAT02017477.1	8.37055047	556168	556168
Potri.004G106500.6	WUAT02019967.1	9.486918796	556179	556179
Potri.004G130600.1	WUAT02022822.1	10.41062018	556245	556245
Potri.004G121800.1	WUAT02005977.1	10.68194331	556324	556324
Potri.004G179300.1	WUAT02006147.1	9.840504891	556682	556682
Potri.009G159800.1	WUAT02020386.1	8.19159504	556844	556844
Potri.009G157900.1	WUAT02013694.1	9.851837879	556865	556865
Potri.009G156200.1	WUAT02014755.1	9.122841135	556881	556881
Potri.009G151500.2	WUAT02008691.1	9.410446046	556921	556921
Potri.009G119300.1	WUAT02005547.1	9.391296628	557223	557223
Potri.009G106900.1	WUAT02004113.1	7.222456817	557335	557335
Potri.009G106900.1	WUAT02013087.1	9.386157845	557335	557335
Potri.009G093500.1	WUAT02008014.1	8.388690326	557465	557465
Potri.009G084300.1	WUAT02018226.1	9.099406832	557552	557552
Potri.009G081200.1	WUAT02007289.1	7.252692711	557583	557583
Potri.009G069700.1	WUAT02019363.1	9.849422684	557695	557695
Potri.009G068100.1	WUAT02019753.1	9.612098054	557709	557709
Potri.009G060500.2	WUAT02017389.1	8.086938062	557781	557781
Potri.009G059400.1	WUAT02009321.1	8.647290465	557790	557790
Potri.009G037600.1	WUAT02011071.1	9.02881858	558016	558016
Potri.005G067700.1	WUAT02018361.1	10.33700704	558455	558455
Potri.005G069500.1	WUAT02019635.1	9.468011506	558471	558471
Potri.005G087100.1	WUAT02013324.1	1.752609379	558645	558645
Potri.005G100500.1	WUAT02012298.1	4.589593478	558773	558773
Potri.005G100500.1	WUAT02019433.1	10.56138554	558773	558773
Potri.005G101700.1	WUAT02015098.1	8.394721424	558785	558785
Potri.005G161600.2	WUAT02015683.1	9.168010147	559062	559062
Potri.005G180500.1	WUAT02006491.1	10.22068835	559264	559264
Potri.005G182700.1	WUAT02015769.1	9.945238857	559288	559288
Potri.005G185600.1	WUAT02020912.1	10.06753196	559313	559313
Potri.005G188400.2	WUAT02006472.1	9.8104043	559341	559341
Potri.005G190000.1	WUAT02018878.1	10.29104625	559354	559354
Potri.005G195300.1	WUAT02010775.1	8.908400298	559406	559406
Potri.005G196500.1	WUAT02022799.1	7.787253977	559417	559417
Potri.005G203200.1	WUAT02006435.1	10.25316224	559484	559484
Potri.005G210600.1	WUAT02019429.1	9.959658766	559562	559562
Potri.005G213300.6	WUAT02000636.1	8.82639192	559591	559591
Potri.005G213300.6	WUAT02002844.1	2.704610627	559591	559591
Potri.005G213300.6	WUAT02010834.1	9.42393107	559591	559591
Potri.005G213300.6	WUAT02022293.1	6.139478565	559591	559591
Potri.005G215100.1	WUAT02016044.1	10.13882152	559606	559606
Potri.005G223600.1	WUAT02018061.1	9.101665235	559687	559687
Potri.005G247500.1	WUAT02003346.1	9.88393148	559906	559906
Potri.005G247700.1	WUAT02003597.1	9.938598518	559908	559908
Potri.006G001400.1	WUAT02008970.1	8.47150708	560059	560059
Potri.006G001400.1	WUAT02015894.1	7.627752251	560059	560059
Potri.006G024000.5	WUAT02003709.1	8.683545032	560268	560268
Potri.006G033800.3	WUAT02015549.1	8.900199101	560337	560337
Potri.006G036500.1	WUAT02015027.1	8.540341305	560367	560367
Potri.006G039500.1	WUAT02019540.1	9.207583531	560389	560389
Potri.006G041500.1	WUAT02010337.1	10.18761115	560411	560411
Potri.006G043600.1	WUAT02013515.1	8.855276373	560429	560429
Potri.006G047200.1	WUAT02009413.1	8.952489553	560466	560466
Potri.006G048900.1	WUAT02001566.1	0.264523168	560484	560484
Potri.006G048900.1	WUAT02007012.1	10.36517398	560484	560484
Potri.006G052400.1	WUAT02012665.1	9.777651246	560518	560518
Potri.006G069900.2	WUAT02015486.1	8.251989176	560613	560613
Potri.006G080700.2	WUAT02008477.1	9.904515307	560714	560714
Potri.006G097300.1	WUAT02020884.1	10.54145623	560884	560884
Potri.006G102000.3	WUAT02008651.1	9.271973173	560928	560928
Potri.006G102000.3	WUAT02013212.1	9.946077135	560928	560928
Potri.006G102000.3	WUAT02013960.1	8.940011621	560928	560928
Potri.006G102500.1	WUAT02020619.1	10.75697837	560932	560932
Potri.006G104300.1	WUAT02021939.1	8.031883535	560952	560952
Potri.006G110000.1	WUAT02014649.1	10.42810186	561003	561003
Potri.006G151300.1	WUAT02005716.1	9.162911731	561090	561090
Potri.006G198300.2	WUAT02021079.1	11.14299003	561195	561195
Potri.006G194400.1	WUAT02003274.1	10.10048271	561237	561237
Potri.006G193300.1	WUAT02007611.1	8.515603041	561246	561246
Potri.006G192400.1	WUAT02017779.1	9.6210072	561255	561255
Potri.006G183600.1	WUAT02001811.1	10.69973858	561342	561342
Potri.006G208300.2	WUAT02012266.1	8.738860584	561464	561464
Potri.006G227400.1	WUAT02003966.1	8.636478128	561648	561648
Potri.006G236600.6	WUAT02014240.1	10.24459715	561734	561734
Potri.006G245300.1	WUAT02020908.1	10.27102841	561808	561808
Potri.006G250400.2	WUAT02004239.1	10.69302731	561858	561858
Potri.006G250400.2	WUAT02006688.1	11.31113713	561858	561858
Potri.006G253800.1	WUAT02022591.1	8.794893411	561893	561893
Potri.007G147100.1	WUAT02000205.1	9.146092581	562066	562066
Potri.007G128200.1	WUAT02019535.1	8.38325231	562240	562240
Potri.007G127300.1	WUAT02009838.1	8.932421529	562250	562250
Potri.007G122900.1	WUAT02004735.1	12.72827817	562291	562291
Potri.007G107200.1	WUAT02008712.1	9.126507501	562455	562455
Potri.007G096900.1	WUAT02004010.1	9.554150533	562557	562557
Potri.007G081200.1	WUAT02007742.1	6.418569318	562708	562708
Potri.007G065800.2	WUAT02004012.1	9.074087694	562882	562882
Potri.007G035900.1	WUAT02001467.1	6.121394786	563049	563049
Potri.007G016100.2	WUAT02007175.1	8.232591254	563247	563247
Potri.007G001200.1	WUAT02003146.1	9.656996618	563393	563393
Potri.008G025000.1	WUAT02020313.1	8.272021625	563625	563625
Potri.008G025300.1	WUAT02020966.1	8.586463541	563627	563627
Potri.008G039500.1	WUAT02022501.1	9.58917973	563741	563741
Potri.008G039600.1	WUAT02006395.1	10.35228313	563742	563742
Potri.008G039600.1	WUAT02017039.1	11.04127678	563742	563742
Potri.008G042400.1	WUAT02017129.1	9.863434808	563768	563768
Potri.008G044400.1	WUAT02013177.1	10.26124286	563786	563786
Potri.008G046500.1	WUAT02000117.1	6.550989963	563810	563810
Potri.008G046500.1	WUAT02011171.1	8.195743258	563810	563810
Potri.008G046500.1	WUAT02012367.1	9.321207669	563810	563810
Potri.008G067900.1	WUAT02007795.1	5.861339441	564017	564017
Potri.008G068400.1	WUAT02005959.1	10.6460042	564023	564023
Potri.008G074800.1	WUAT02008372.1	9.473104534	564092	564092
Potri.008G085400.1	WUAT02023208.1	9.474801841	564190	564190
Potri.008G096400.1	WUAT02015737.1	9.813630421	564304	564304
Potri.008G126100.1	WUAT02005016.1	8.782882328	564577	564577
Potri.008G132100.1	WUAT02014846.1	10.26457533	564639	564639
Potri.008G146100.1	WUAT02010608.1	8.634427296	564772	564772
Potri.008G147700.1	WUAT02011214.1	8.380293727	564786	564786
Potri.008G147700.1	WUAT02011872.1	8.694471064	564786	564786
Potri.008G152100.1	WUAT02013024.1	9.946072533	564832	564832
Potri.008G172800.1	WUAT02015846.1	9.990938929	565006	565006
Potri.008G173800.1	WUAT02001855.1	11.58959415	565016	565016
Potri.008G173800.1	WUAT02017258.1	9.206506451	565016	565016
Potri.008G207000.1	WUAT02015314.1	9.653587059	565386	565386
Potri.010G005600.1	WUAT02002548.1	9.725900223	565506	565506
Potri.010G014200.1	WUAT02021560.1	6.758610758	565599	565599
Potri.010G052500.1	WUAT02000059.1	11.61495547	565949	565949
Potri.010G052500.1	WUAT02000131.1	10.71789577	565949	565949
Potri.010G052500.1	WUAT02000235.1	10.19588282	565949	565949
Potri.010G052500.1	WUAT02000707.1	8.962947731	565949	565949
Potri.010G052500.1	WUAT02001113.1	11.13061504	565949	565949
Potri.010G052500.1	WUAT02001266.1	9.391957933	565949	565949
Potri.010G052500.1	WUAT02001345.1	1.174310019	565949	565949
Potri.010G052500.1	WUAT02001524.1	2.126722471	565949	565949
Potri.010G052500.1	WUAT02001540.1	10.88409825	565949	565949
Potri.010G052500.1	WUAT02001688.1	8.744798566	565949	565949
Potri.010G052500.1	WUAT02001702.1	6.581139253	565949	565949
Potri.010G052500.1	WUAT02001703.1	3.126509272	565949	565949
Potri.010G052500.1	WUAT02001723.1	4.372167223	565949	565949
Potri.010G052500.1	WUAT02001739.1	5.501606114	565949	565949
Potri.010G052500.1	WUAT02001846.1	10.65489558	565949	565949
Potri.010G052500.1	WUAT02002377.1	9.425030775	565949	565949
Potri.010G052500.1	WUAT02002814.1	4.696873247	565949	565949
Potri.010G052500.1	WUAT02002854.1	8.464586856	565949	565949
Potri.010G052500.1	WUAT02002855.1	8.587932653	565949	565949
Potri.010G052500.1	WUAT02003434.1	5.078888469	565949	565949
Potri.010G052500.1	WUAT02003943.1	8.288059486	565949	565949
Potri.010G052500.1	WUAT02004003.1	2.685083191	565949	565949
Potri.010G052500.1	WUAT02004300.1	8.166628294	565949	565949
Potri.010G052500.1	WUAT02004402.1	10.32223707	565949	565949
Potri.010G052500.1	WUAT02004765.1	7.343530834	565949	565949
Potri.010G052500.1	WUAT02004893.1	3.472356812	565949	565949
Potri.010G052500.1	WUAT02005094.1	5.260941274	565949	565949
Potri.010G052500.1	WUAT02005321.1	3.84389945	565949	565949
Potri.010G052500.1	WUAT02005703.1	4.455971424	565949	565949
Potri.010G052500.1	WUAT02006364.1	9.644914754	565949	565949
Potri.010G052500.1	WUAT02007061.1	10.7573164	565949	565949
Potri.010G052500.1	WUAT02007205.1	10.72948237	565949	565949
Potri.010G052500.1	WUAT02007930.1	10.57208931	565949	565949
Potri.010G052500.1	WUAT02008098.1	5.645465656	565949	565949
Potri.010G052500.1	WUAT02008188.1	3.167196134	565949	565949
Potri.010G052500.1	WUAT02008362.1	8.422852253	565949	565949
Potri.010G052500.1	WUAT02008600.1	5.089545777	565949	565949
Potri.010G052500.1	WUAT02009193.1	6.490212272	565949	565949
Potri.010G052500.1	WUAT02009483.1	4.845681827	565949	565949
Potri.010G052500.1	WUAT02009697.1	6.881765132	565949	565949
Potri.010G052500.1	WUAT02009835.1	5.128499286	565949	565949
Potri.010G052500.1	WUAT02009878.1	9.015398086	565949	565949
Potri.010G052500.1	WUAT02010225.1	8.916789806	565949	565949
Potri.010G052500.1	WUAT02010335.1	1.224871386	565949	565949
Potri.010G052500.1	WUAT02010352.1	7.650405093	565949	565949
Potri.010G052500.1	WUAT02010500.1	10.69310423	565949	565949
Potri.010G052500.1	WUAT02010909.1	7.33724413	565949	565949
Potri.010G052500.1	WUAT02011629.1	7.659669404	565949	565949
Potri.010G052500.1	WUAT02011687.1	8.97450488	565949	565949
Potri.010G052500.1	WUAT02011774.1	4.300916919	565949	565949
Potri.010G052500.1	WUAT02011791.1	7.637352113	565949	565949
Potri.010G052500.1	WUAT02011949.1	6.373589377	565949	565949
Potri.010G052500.1	WUAT02011959.1	8.02765714	565949	565949
Potri.010G052500.1	WUAT02012245.1	10.51683124	565949	565949
Potri.010G052500.1	WUAT02012398.1	4.302466814	565949	565949
Potri.010G052500.1	WUAT02012521.1	9.64594886	565949	565949
Potri.010G052500.1	WUAT02012641.1	6.26415812	565949	565949
Potri.010G052500.1	WUAT02012658.1	1.432479915	565949	565949
Potri.010G052500.1	WUAT02013051.1	8.821979124	565949	565949
Potri.010G052500.1	WUAT02013227.1	8.253381689	565949	565949
Potri.010G052500.1	WUAT02013407.1	8.826225263	565949	565949
Potri.010G052500.1	WUAT02013464.1	1.740021874	565949	565949
Potri.010G052500.1	WUAT02013885.1	7.538693544	565949	565949
Potri.010G052500.1	WUAT02013903.1	3.184689577	565949	565949
Potri.010G052500.1	WUAT02014161.1	4.744468375	565949	565949
Potri.010G052500.1	WUAT02014424.1	5.791212059	565949	565949
Potri.010G052500.1	WUAT02014436.1	7.428498111	565949	565949
Potri.010G052500.1	WUAT02014731.1	9.160120922	565949	565949
Potri.010G052500.1	WUAT02014851.1	10.76308358	565949	565949
Potri.010G052500.1	WUAT02015607.1	11.48725198	565949	565949
Potri.010G052500.1	WUAT02015751.1	9.09353601	565949	565949
Potri.010G052500.1	WUAT02015791.1	9.309899865	565949	565949
Potri.010G052500.1	WUAT02016008.1	5.315745176	565949	565949
Potri.010G052500.1	WUAT02016201.1	8.176232642	565949	565949
Potri.010G052500.1	WUAT02016398.1	1.711135862	565949	565949
Potri.010G052500.1	WUAT02016408.1	10.38037814	565949	565949
Potri.010G052500.1	WUAT02016440.1	5.171914288	565949	565949
Potri.010G052500.1	WUAT02016660.1	8.305139919	565949	565949
Potri.010G052500.1	WUAT02016718.1	9.165729667	565949	565949
Potri.010G052500.1	WUAT02016990.1	4.512481246	565949	565949
Potri.010G052500.1	WUAT02017047.1	8.937720321	565949	565949
Potri.010G052500.1	WUAT02017056.1	9.702422024	565949	565949
Potri.010G052500.1	WUAT02017105.1	5.883674483	565949	565949
Potri.010G052500.1	WUAT02017308.1	10.08446583	565949	565949
Potri.010G052500.1	WUAT02017330.1	5.746865516	565949	565949
Potri.010G052500.1	WUAT02017876.1	5.560737673	565949	565949
Potri.010G052500.1	WUAT02017929.1	9.29065575	565949	565949
Potri.010G052500.1	WUAT02018050.1	9.242002672	565949	565949
Potri.010G052500.1	WUAT02018271.1	10.70910857	565949	565949
Potri.010G052500.1	WUAT02018292.1	1.898325706	565949	565949
Potri.010G052500.1	WUAT02018674.1	7.039619633	565949	565949
Potri.010G052500.1	WUAT02018707.1	6.392077779	565949	565949
Potri.010G052500.1	WUAT02018722.1	8.12961069	565949	565949
Potri.010G052500.1	WUAT02018764.1	4.899255637	565949	565949
Potri.010G052500.1	WUAT02018787.1	5.755307118	565949	565949
Potri.010G052500.1	WUAT02018794.1	10.57448312	565949	565949
Potri.010G052500.1	WUAT02019311.1	7.469933518	565949	565949
Potri.010G052500.1	WUAT02019371.1	7.210137444	565949	565949
Potri.010G052500.1	WUAT02019500.1	6.769577564	565949	565949
Potri.010G052500.1	WUAT02019747.1	8.549631615	565949	565949
Potri.010G052500.1	WUAT02019828.1	8.616500884	565949	565949
Potri.010G052500.1	WUAT02020035.1	8.607581291	565949	565949
Potri.010G052500.1	WUAT02020742.1	10.93214197	565949	565949
Potri.010G052500.1	WUAT02020836.1	10.63342408	565949	565949
Potri.010G052500.1	WUAT02020846.1	8.285932726	565949	565949
Potri.010G052500.1	WUAT02021184.1	4.318026379	565949	565949
Potri.010G052500.1	WUAT02021448.1	9.482334211	565949	565949
Potri.010G052500.1	WUAT02021642.1	10.20744544	565949	565949
Potri.010G052500.1	WUAT02021723.1	5.886913171	565949	565949
Potri.010G052500.1	WUAT02021878.1	3.35561771	565949	565949
Potri.010G052500.1	WUAT02021904.1	7.802251069	565949	565949
Potri.010G052500.1	WUAT02022295.1	5.753740883	565949	565949
Potri.010G043800.1	WUAT02019194.1	10.40442556	566043	566043
Potri.010G043800.1	WUAT02021511.1	9.458400385	566043	566043
Potri.010G084100.1	WUAT02019564.1	8.438200561	566213	566213
Potri.010G090800.1	WUAT02010220.1	9.563644011	566276	566276
Potri.010G098600.1	WUAT02011620.1	10.67601736	566357	566357
Potri.010G099100.1	WUAT02017764.1	9.273498545	566362	566362
Potri.010G103000.1	WUAT02000064.1	9.97218026	566410	566410
Potri.010G103000.1	WUAT02023140.1	10.88315727	566410	566410
Potri.010G114000.1	WUAT02006960.1	2.692321004	566512	566512
Potri.010G119500.1	WUAT02009877.1	2.750868515	566565	566565
Potri.010G125300.1	WUAT02021287.1	8.135875437	566626	566626
Potri.010G126700.1	WUAT02013129.1	10.36661901	566639	566639
Potri.010G133900.1	WUAT02018964.1	9.673874005	566714	566714
Potri.010G146000.1	WUAT02006699.1	8.465291507	566841	566841
Potri.010G146000.1	WUAT02023278.1	8.965508476	566841	566841
Potri.010G159400.3	WUAT02018015.1	9.162989648	566940	566940
Potri.010G171700.1	WUAT02019406.1	9.015655409	567075	567075
Potri.010G204300.1	WUAT02007481.1	3.805424005	567432	567432
Potri.010G204300.1	WUAT02008989.1	8.815974526	567432	567432
Potri.010G204300.1	WUAT02010377.1	10.78065174	567432	567432
Potri.010G204300.1	WUAT02015157.1	10.06468791	567432	567432
Potri.010G223400.2	WUAT02021935.1	6.992921416	567614	567614
Potri.010G226500.1	WUAT02003421.1	10.18097014	567650	567650
Potri.010G247100.1	WUAT02009230.1	8.131624756	567845	567845
Potri.011G044300.1	WUAT02000238.1	10.26477974	568285	568285
Potri.011G043300.1	WUAT02005366.1	11.2976705	568295	568295
Potri.011G042600.1	WUAT02012664.1	7.822703424	568301	568301
Potri.011G079500.1	WUAT02016255.1	8.69123746	568456	568456
Potri.011G079500.1	WUAT02019589.1	9.632390084	568456	568456
Potri.011G079500.1	WUAT02021283.1	6.157409742	568456	568456
