Protein_ID	subject_id	Gene_ID	exprLevel_log	transcript_ID	goTermId	goName	gotermType	goAcc
231561	Potri.010G100500.1	WUAT02022995.1	10.36401877	231561	3615	glutamate metabolic process	biological_process	GO:0006536
231561	Potri.010G100500.1	WUAT02022995.1	10.36401877	231561	3599	cellular amino acid metabolic process	biological_process	GO:0006520
231561	Potri.010G100500.1	WUAT02022995.1	10.36401877	231561	1648	glutamate decarboxylase activity	molecular_function	GO:0004351
231561	Potri.010G100500.1	WUAT02022995.1	10.36401877	231561	8558	carboxy-lyase activity	molecular_function	GO:0016831
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	151	phosphorelay signal transduction system	biological_process	GO:0000160
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	3449	regulation of transcription, DNA-templated	biological_process	GO:0006355
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	8097	phosphorylation	biological_process	GO:0016310
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	148	phosphorelay response regulator activity	molecular_function	GO:0000156
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	1940	protein histidine kinase activity	molecular_function	GO:0004673
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	8089	kinase activity	molecular_function	GO:0016301
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	4211	signal transduction	biological_process	GO:0007165
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	8993	histone arginine kinase activity	molecular_function	GO:0018110
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	8504	phosphotransferase activity, nitrogenous group as acceptor	molecular_function	GO:0016775
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	3551	protein phosphorylation	biological_process	GO:0006468
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	147	phosphorelay sensor kinase activity	molecular_function	GO:0000155
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	2653	ATP binding	molecular_function	GO:0005524
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	1056	DNA binding	molecular_function	GO:0003677
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	7826	membrane	cellular_component	GO:0016020
231624	Potri.010G102900.1	WUAT02002630.1	10.85407068	231624	8501	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
231807	Potri.010G109400.1	WUAT02017960.1	11.16085563	231807	2742	cell wall	cellular_component	GO:0005618
231807	Potri.010G109400.1	WUAT02017960.1	11.16085563	231807	13102	cell wall modification	biological_process	GO:0042545
231807	Potri.010G109400.1	WUAT02017960.1	11.16085563	231807	11394	pectinesterase activity	molecular_function	GO:0030599
231807	Potri.010G109400.1	WUAT02017960.1	11.16085563	231807	2118	enzyme inhibitor activity	molecular_function	GO:0004857
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	2641	calcium ion binding	molecular_function	GO:0005509
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	8095	1-phosphatidylinositol-4-phosphate 5-kinase activity	molecular_function	GO:0016308
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	3403	DNA methylation	biological_process	GO:0006306
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	1056	DNA binding	molecular_function	GO:0003677
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	2644	protein binding	molecular_function	GO:0005515
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	2653	ATP binding	molecular_function	GO:0005524
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	13995	cellular protein metabolic process	biological_process	GO:0044267
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	4913	zinc ion binding	molecular_function	GO:0008270
231905	Potri.010G113700.2	WUAT02017339.1	11.67916091	231905	4822	N-methyltransferase activity	molecular_function	GO:0008170
231955	Potri.010G115000.3	WUAT02001311.1	8.561450133	231955	2653	ATP binding	molecular_function	GO:0005524
231955	Potri.010G115000.3	WUAT02001311.1	8.561450133	231955	157	nucleotide binding	molecular_function	GO:0000166
231955	Potri.010G115000.3	WUAT02001311.1	8.561450133	231955	8614	ATPase activity	molecular_function	GO:0016887
231955	Potri.010G115000.3	WUAT02001311.1	8.561450133	231955	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
231955	Potri.010G115000.3	WUAT02011305.1	9.783429743	231955	2653	ATP binding	molecular_function	GO:0005524
231955	Potri.010G115000.3	WUAT02011305.1	9.783429743	231955	157	nucleotide binding	molecular_function	GO:0000166
231955	Potri.010G115000.3	WUAT02011305.1	9.783429743	231955	8614	ATPase activity	molecular_function	GO:0016887
231955	Potri.010G115000.3	WUAT02011305.1	9.783429743	231955	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
233464	Potri.011G009600.2	WUAT02012347.1	7.176420657	233464	3508	tRNA aminoacylation for protein translation	biological_process	GO:0006418
233464	Potri.011G009600.2	WUAT02012347.1	7.176420657	233464	2085	leucine-tRNA ligase activity	molecular_function	GO:0004823
233464	Potri.011G009600.2	WUAT02012347.1	7.176420657	233464	2653	ATP binding	molecular_function	GO:0005524
233464	Potri.011G009600.2	WUAT02012347.1	7.176420657	233464	2074	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
233464	Potri.011G009600.2	WUAT02012347.1	7.176420657	233464	3519	leucyl-tRNA aminoacylation	biological_process	GO:0006429
233664	Potri.011G015900.1	WUAT02016611.1	11.45212407	233664	2653	ATP binding	molecular_function	GO:0005524
233664	Potri.011G015900.1	WUAT02016611.1	11.45212407	233664	3048	6-phosphofructokinase complex	cellular_component	GO:0005945
233664	Potri.011G015900.1	WUAT02016611.1	11.45212407	233664	1218	6-phosphofructokinase activity	molecular_function	GO:0003872
233664	Potri.011G015900.1	WUAT02016611.1	11.45212407	233664	3196	glycolytic process	biological_process	GO:0006096
233664	Potri.011G015900.1	WUAT02016611.1	11.45212407	233664	16326	diphosphate-fructose-6-phosphate 1-phosphotransferase activity	molecular_function	GO:0047334
233710	Potri.011G022300.2	WUAT02001320.1	10.45968258	233710	2641	calcium ion binding	molecular_function	GO:0005509
234033	Potri.011G046600.1	WUAT02014827.1	5.280191849	234033	3588	proteolysis	biological_process	GO:0006508
234033	Potri.011G046600.1	WUAT02014827.1	5.280191849	234033	1170	catalytic activity	molecular_function	GO:0003824
234033	Potri.011G046600.1	WUAT02014827.1	5.280191849	234033	1513	serine-type carboxypeptidase activity	molecular_function	GO:0004185
234033	Potri.011G046600.1	WUAT02014827.1	5.280191849	234033	1514	obsolete carboxypeptidase C activity	molecular_function	GO:0004186
234033	Potri.011G046600.1	WUAT02014827.1	5.280191849	234033	1576	obsolete vacuolar carboxypeptidase Y	molecular_function	GO:0004258
234033	Potri.011G046600.1	WUAT02014917.1	8.435236392	234033	3588	proteolysis	biological_process	GO:0006508
234033	Potri.011G046600.1	WUAT02014917.1	8.435236392	234033	1170	catalytic activity	molecular_function	GO:0003824
234033	Potri.011G046600.1	WUAT02014917.1	8.435236392	234033	1513	serine-type carboxypeptidase activity	molecular_function	GO:0004185
234033	Potri.011G046600.1	WUAT02014917.1	8.435236392	234033	1514	obsolete carboxypeptidase C activity	molecular_function	GO:0004186
234033	Potri.011G046600.1	WUAT02014917.1	8.435236392	234033	1576	obsolete vacuolar carboxypeptidase Y	molecular_function	GO:0004258
235349	Potri.011G065700.1	WUAT02019566.1	9.769386499	235349	1170	catalytic activity	molecular_function	GO:0003824
235497	Potri.011G107400.2	WUAT02004104.1	8.236107034	235497	2757	nucleus	cellular_component	GO:0005634
235497	Potri.011G107400.2	WUAT02004104.1	8.236107034	235497	3400	double-strand break repair via nonhomologous end joining	biological_process	GO:0006303
235497	Potri.011G107400.2	WUAT02004104.1	8.236107034	235497	1338	DNA helicase activity	molecular_function	GO:0003678
235497	Potri.011G107400.2	WUAT02004104.1	8.236107034	235497	1056	DNA binding	molecular_function	GO:0003677
240352	Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	1170	catalytic activity	molecular_function	GO:0003824
240352	Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	8516	hydrolase activity	molecular_function	GO:0016787
240352	Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	4804	metabolic process	biological_process	GO:0008152
240352	Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	2626	obsolete electron transporter activity	molecular_function	GO:0005489
240352	Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	7826	membrane	cellular_component	GO:0016020
240352	Potri.013G007800.5	WUAT02013790.1	7.847315034	240352	3218	obsolete electron transport	biological_process	GO:0006118
240352	Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	1170	catalytic activity	molecular_function	GO:0003824
240352	Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	8516	hydrolase activity	molecular_function	GO:0016787
240352	Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	4804	metabolic process	biological_process	GO:0008152
240352	Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	2626	obsolete electron transporter activity	molecular_function	GO:0005489
240352	Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	7826	membrane	cellular_component	GO:0016020
240352	Potri.013G007800.5	WUAT02019383.1	10.7436438	240352	3218	obsolete electron transport	biological_process	GO:0006118
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	8536	obsolete proprotein convertase activity	molecular_function	GO:0016808
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	4786	obsolete pancreatic elastase activity	molecular_function	GO:0008132
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	4889	obsolete plasminogen activator activity	molecular_function	GO:0008243
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	5594	obsolete serine-type signal peptidase activity	molecular_function	GO:0008991
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	1504	ATP-dependent peptidase activity	molecular_function	GO:0004176
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	1573	serine-type endopeptidase activity	molecular_function	GO:0004252
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	1591	obsolete subtilase activity	molecular_function	GO:0004289
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	2653	ATP binding	molecular_function	GO:0005524
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	3588	proteolysis	biological_process	GO:0006508
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	3590	obsolete ATP-dependent proteolysis	biological_process	GO:0006510
240367	Potri.013G008900.1	WUAT02023417.1	9.498049017	240367	157	nucleotide binding	molecular_function	GO:0000166
240760	Potri.013G022700.2	WUAT02009519.1	7.552683176	240760	1979	protein tyrosine kinase activity	molecular_function	GO:0004713
240760	Potri.013G022700.2	WUAT02009519.1	7.552683176	240760	2653	ATP binding	molecular_function	GO:0005524
240760	Potri.013G022700.2	WUAT02009519.1	7.552683176	240760	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
240760	Potri.013G022700.2	WUAT02009519.1	7.552683176	240760	3551	protein phosphorylation	biological_process	GO:0006468
240760	Potri.013G022700.2	WUAT02009519.1	7.552683176	240760	1939	protein kinase activity	molecular_function	GO:0004672
240822	Potri.013G025100.1	WUAT02021845.1	9.095921013	240822	7827	integral component of membrane	cellular_component	GO:0016021
240889	Potri.013G027600.2	WUAT02010531.1	11.61981522	240889	1107	structural constituent of ribosome	molecular_function	GO:0003735
240889	Potri.013G027600.2	WUAT02010531.1	11.61981522	240889	2746	intracellular anatomical structure	cellular_component	GO:0005622
240889	Potri.013G027600.2	WUAT02010531.1	11.61981522	240889	2953	ribosome	cellular_component	GO:0005840
240889	Potri.013G027600.2	WUAT02010531.1	11.61981522	240889	3503	translation	biological_process	GO:0006412
240889	Potri.013G027600.2	WUAT02015508.1	10.24233582	240889	1107	structural constituent of ribosome	molecular_function	GO:0003735
240889	Potri.013G027600.2	WUAT02015508.1	10.24233582	240889	2746	intracellular anatomical structure	cellular_component	GO:0005622
240889	Potri.013G027600.2	WUAT02015508.1	10.24233582	240889	2953	ribosome	cellular_component	GO:0005840
240889	Potri.013G027600.2	WUAT02015508.1	10.24233582	240889	3503	translation	biological_process	GO:0006412
241481	Potri.013G048300.1	WUAT02003026.1	10.53027459	241481	3077	carbohydrate metabolic process	biological_process	GO:0005975
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	1673	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	5014	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	37	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	9945	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	14	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	5015	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	8045	protein N-acetylglucosaminyltransferase activity	molecular_function	GO:0016262
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	8489	cellulose synthase activity	molecular_function	GO:0016759
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	8488	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	5527	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	9565	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	12844	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	31	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	1317	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	15914	alpha-(1->3)-fucosyltransferase activity	molecular_function	GO:0046920
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	5055	fucosyltransferase activity	molecular_function	GO:0008417
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	9563	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	34	mannosyltransferase activity	molecular_function	GO:0000030
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	1849	oligosaccharyl transferase activity	molecular_function	GO:0004576
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	10017	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	9564	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	9562	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	1855	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	15915	alpha-(1->6)-fucosyltransferase activity	molecular_function	GO:0046921
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	15530	glucosyltransferase activity	molecular_function	GO:0046527
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	12846	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
241552	Potri.013G051400.2	WUAT02004745.1	9.75623661	241552	5017	galactosyltransferase activity	molecular_function	GO:0008378
244140	Potri.014G072800.3	WUAT02003822.1	8.620913715	244140	4033	response to oxidative stress	biological_process	GO:0006979
244140	Potri.014G072800.3	WUAT02003822.1	8.620913715	244140	1872	peroxidase activity	molecular_function	GO:0004601
244140	Potri.014G072800.3	WUAT02003822.1	8.620913715	244140	1379	anthranilate phosphoribosyltransferase activity	molecular_function	GO:0004048
244404	Potri.014G080900.1	WUAT02001312.1	8.457072654	244404	4913	zinc ion binding	molecular_function	GO:0008270
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	8437	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	GO:0016705
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9439	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	1783	monooxygenase activity	molecular_function	GO:0004497
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	3218	obsolete electron transport	biological_process	GO:0006118
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9437	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9450	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9436	fluorene oxygenase activity	molecular_function	GO:0018585
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9438	obsolete limonene 8-monooxygenase activity	molecular_function	GO:0018587
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9441	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9442	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9451	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9447	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9440	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9449	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9443	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9452	4-nitrophenol 2-monooxygenase activity	molecular_function	GO:0018601
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9444	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9448	ammonia monooxygenase activity	molecular_function	GO:0018597
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9446	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
244565	Potri.014G085800.1	WUAT02002759.1	10.80263148	244565	9445	tert-butanol 2-monooxygenase activity	molecular_function	GO:0018594
244897	Potri.014G096700.1	WUAT02004586.1	10.56615528	244897	8516	hydrolase activity	molecular_function	GO:0016787
244897	Potri.014G096700.1	WUAT02004586.1	10.56615528	244897	4804	metabolic process	biological_process	GO:0008152
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	8732	myosin phosphatase complex	cellular_component	GO:0017023
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	8728	myosin phosphatase activity	molecular_function	GO:0017018
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	5220	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	3065	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	149	protein serine/threonine phosphatase activity	molecular_function	GO:0004722
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	1989	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	8729	myosin phosphatase regulator activity	molecular_function	GO:0017020
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	1990	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	5058	RNA polymerase II CTD heptapeptide repeat phosphatase activity	molecular_function	GO:0008420
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	1170	catalytic activity	molecular_function	GO:0003824
249093	Potri.019G054200.3	WUAT02009718.1	9.609956847	249093	1987	phosphoprotein phosphatase activity	molecular_function	GO:0004721
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	1338	DNA helicase activity	molecular_function	GO:0003678
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	13180	obsolete ATPase activity, uncoupled	molecular_function	GO:0042624
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	13181	ATPase-coupled ion transmembrane transporter activity	molecular_function	GO:0042625
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	2653	ATP binding	molecular_function	GO:0005524
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	1339	RNA helicase activity	molecular_function	GO:0003724
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	1055	nucleic acid binding	molecular_function	GO:0003676
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	7435	DNA translocase activity	molecular_function	GO:0015616
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	1056	DNA binding	molecular_function	GO:0003677
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	7284	ABC-type protein transporter activity	molecular_function	GO:0015462
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	4688	helicase activity	molecular_function	GO:0004386
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	8614	ATPase activity	molecular_function	GO:0016887
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	8816	single-stranded DNA helicase activity	molecular_function	GO:0017116
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
250259	Potri.019G129900.2	WUAT02020831.1	8.897723905	250259	13182	ATPase-coupled transmembrane transporter activity	molecular_function	GO:0042626
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	1338	DNA helicase activity	molecular_function	GO:0003678
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	13180	obsolete ATPase activity, uncoupled	molecular_function	GO:0042624
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	13181	ATPase-coupled ion transmembrane transporter activity	molecular_function	GO:0042625
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	2653	ATP binding	molecular_function	GO:0005524
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	1339	RNA helicase activity	molecular_function	GO:0003724
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	1055	nucleic acid binding	molecular_function	GO:0003676
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	7435	DNA translocase activity	molecular_function	GO:0015616
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	1056	DNA binding	molecular_function	GO:0003677
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	7284	ABC-type protein transporter activity	molecular_function	GO:0015462
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	4688	helicase activity	molecular_function	GO:0004386
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	8614	ATPase activity	molecular_function	GO:0016887
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	8816	single-stranded DNA helicase activity	molecular_function	GO:0017116
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
250259	Potri.019G129900.2	WUAT02023396.1	7.03981813	250259	13182	ATPase-coupled transmembrane transporter activity	molecular_function	GO:0042626
250925	Potri.015G012400.3	WUAT02013836.1	10.86644178	250925	3403	DNA methylation	biological_process	GO:0006306
250925	Potri.015G012400.3	WUAT02013836.1	10.86644178	250925	5660	biosynthetic process	biological_process	GO:0009058
250925	Potri.015G012400.3	WUAT02013836.1	10.86644178	250925	4822	N-methyltransferase activity	molecular_function	GO:0008170
250925	Potri.015G012400.3	WUAT02013836.1	10.86644178	250925	1670	glycogen (starch) synthase activity	molecular_function	GO:0004373
250925	Potri.015G012400.3	WUAT02013836.1	10.86644178	250925	1056	DNA binding	molecular_function	GO:0003677
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1980	transmembrane receptor protein tyrosine kinase activity	molecular_function	GO:0004714
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1971	JUN kinase activity	molecular_function	GO:0004705
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	10722	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1972	JUN kinase kinase kinase activity	molecular_function	GO:0004706
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1981	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	5225	phosphorylase kinase regulator activity	molecular_function	GO:0008607
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1978	protein serine/threonine/tyrosine kinase activity	molecular_function	GO:0004712
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1944	DNA-dependent protein kinase activity	molecular_function	GO:0004677
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1973	MAP kinase activity	molecular_function	GO:0004707
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1943	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	13113	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1968	obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity	molecular_function	GO:0004702
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	10029	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1946	obsolete casein kinase activity	molecular_function	GO:0004680
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1975	MAP kinase kinase kinase activity	molecular_function	GO:0004709
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1964	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1969	G protein-coupled receptor kinase activity	molecular_function	GO:0004703
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	1960	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
251530	Potri.015G040300.2	WUAT02019909.1	8.87109563	251530	5023	IkappaB kinase activity	molecular_function	GO:0008384
