Gene_ID	explevel_log	subject_id
WUAT02002951.1	11.1355402308951	Potri.010G019150.29
WUAT02002952.1	3.62714913182805	Potri.018G060100.1
WUAT02002955.1	4.15086552985664	Potri.014G122700.3
WUAT02002962.1	11.2114267736842	Potri.004G183300.1
WUAT02002963.1	8.81713504898226	Potri.018G037000.1
WUAT02002965.1	3.96451050752338	Potri.012G031250.1
WUAT02002966.1	10.5824112349704	Potri.007G014300.4
WUAT02002967.1	9.83141249878862	Potri.007G139300.1
WUAT02002969.1	5.86419146491258	Potri.016G003400.4
WUAT02002971.1	6.33588345639637	Potri.017G069150.1
WUAT02002972.1	7.33850540171689	Potri.009G143000.2
WUAT02002979.1	7.06357937139538	Potri.003G172100.3
WUAT02002980.1	11.1809725257573	Potri.003G173300.1
WUAT02002981.1	6.73982306930265	Potri.010G004750.1
WUAT02002982.1	1.4470425201149	Potri.002G055400.8
WUAT02002986.1	4.05369591013803	Potri.001G312800.7
WUAT02002989.1	10.357200112237	Potri.008G204400.2
WUAT02002992.1	10.2068622737705	Potri.013G143400.2
WUAT02002994.1	9.42355262218594	Potri.013G143400.2
WUAT02002999.1	6.31053469297014	Potri.017G090600.3
WUAT02003007.1	9.04700869965405	Potri.004G036400.2
WUAT02003008.1	3.89796096686916	Potri.002G110000.1
WUAT02003011.1	10.4316058667451	Potri.001G362300.3
WUAT02003012.1	4.0132015177049	Potri.001G312800.7
WUAT02003016.1	9.61441823956029	Potri.005G147500.1
WUAT02003020.1	6.23323213763453	Potri.008G167800.5
WUAT02003021.1	9.89690039380075	Potri.007G061861.1
WUAT02003022.1	10.2465772548043	Potri.015G095100.1
WUAT02003025.1	9.18269131598082	Potri.009G101200.4
WUAT02003026.1	10.1878416790092	Potri.013G048300.1
WUAT02003029.1	11.1971076346075	Potri.008G019800.1
WUAT02003038.1	11.3674460856512	Potri.010G001600.1
WUAT02003044.1	6.56733150357957	Potri.008G107600.2
WUAT02003045.1	7.67830871752283	Potri.007G024500.1
WUAT02003047.1	7.5848564980448	Potri.006G069700.1
WUAT02003049.1	9.58855637757964	Potri.007G052200.5
WUAT02003052.1	10.2348920339082	Potri.013G143400.2
WUAT02003056.1	10.3288379915906	Potri.019G056500.6
WUAT02003057.1	9.50587219869669	Potri.010G122500.8
WUAT02003059.1	8.66008903039818	Potri.005G050000.1
WUAT02003063.1	9.81285992660442	Potri.006G186800.3
WUAT02003064.1	7.2743432226095	Potri.018G092400.1
WUAT02003069.1	8.48133708392438	Potri.010G163000.6
WUAT02003070.1	10.5833869090291	Potri.006G061700.11
WUAT02003071.1	8.97738027983291	Potri.008G092300.2
WUAT02003072.1	10.3373488501994	Potri.008G181200.4
WUAT02003076.1	5.50780844340676	Potri.013G138900.1
WUAT02003083.1	4.53072082480525	Potri.013G143400.2
WUAT02003085.1	11.0335484145594	Potri.T011101.1
WUAT02003086.1	10.4660286977067	Potri.014G153400.5
WUAT02003092.1	11.9410650108258	Potri.003G079500.3
WUAT02003093.1	9.86221866155666	Potri.005G191700.3
WUAT02003095.1	5.74864121499756	Potri.002G105100.1
WUAT02003096.1	9.91255457387242	Potri.003G050900.3
WUAT02003102.1	8.78350908883297	Potri.002G109000.1
WUAT02003106.1	12.6701924768881	Potri.004G218200.4
WUAT02003107.1	9.59137889462703	Potri.001G197400.2
WUAT02003108.1	8.59141503276766	Potri.013G156900.1
WUAT02003115.1	9.69137083353549	Potri.002G223200.2
WUAT02003119.1	9.75495018003202	Potri.001G106951.1
WUAT02003120.1	9.64677278240962	Potri.015G082366.1
WUAT02003124.1	8.92078986320565	Potri.016G004900.2
WUAT02003125.1	4.62520068901539	Potri.004G104201.4
WUAT02003126.1	10.1254186950021	Potri.001G249200.1
WUAT02003131.1	3.3680075903283	Potri.008G094200.4
WUAT02003138.1	8.59043296339935	Potri.003G182200.2
WUAT02003140.1	7.99216944667379	Potri.014G130800.1
WUAT02003142.1	10.5595650636044	Potri.007G146600.1
WUAT02003146.1	9.90513113431767	Potri.007G001200.1
WUAT02003147.1	9.25028156252553	Potri.013G011100.1
WUAT02003149.1	4.16325131262149	Potri.013G142232.6
WUAT02003156.1	7.51324981241282	Potri.014G125600.1
WUAT02003161.1	7.47277549571097	Potri.003G176100.2
WUAT02003165.1	6.56944380095583	Potri.013G162800.1
WUAT02003170.1	11.8195703952511	Potri.001G454200.4
WUAT02003173.1	9.94054408158152	Potri.004G048600.1
WUAT02003174.1	8.68158725366023	Potri.017G027000.2
WUAT02003175.1	9.75861367218427	Potri.012G031250.1
WUAT02003178.1	11.1368275591065	Potri.008G051600.2
WUAT02003181.1	7.1069351900427	Potri.004G193500.4
WUAT02003187.1	10.7320502744826	Potri.012G018700.2
WUAT02003192.1	10.3850415043474	Potri.006G224800.6
WUAT02003200.1	11.0495975649383	Potri.009G015800.7
WUAT02003201.1	9.56228868673481	Potri.003G100600.1
WUAT02003202.1	4.34356492054827	Potri.015G051466.1
WUAT02003203.1	9.05747489599051	Potri.008G204700.3
WUAT02003205.1	10.823699322417	Potri.008G221801.2
WUAT02003206.1	10.9298398443085	Potri.013G143400.2
WUAT02003209.1	7.86615224339749	Potri.001G313900.1
WUAT02003211.1	4.10509674998469	Potri.006G192800.2
WUAT02003212.1	8.95978878409381	Potri.007G029200.1
WUAT02003214.1	10.2338462270031	Potri.013G141700.3
WUAT02003217.1	9.24185492676971	Potri.003G022900.5
WUAT02003219.1	9.00700080949222	Potri.013G029300.2
WUAT02003221.1	5.08129810322322	Potri.007G062302.2
WUAT02003222.1	7.24147518633481	Potri.005G234200.1
WUAT02003223.1	10.7904449390201	Potri.007G004700.4
WUAT02003228.1	10.5174045624608	Potri.003G006500.7
WUAT02003230.1	5.27595608605351	Potri.015G003000.8
WUAT02003232.1	10.6074316743306	Potri.003G164300.1
WUAT02003236.1	7.40990311375846	Potri.006G160600.2
WUAT02003238.1	13.7300509172932	Potri.011G134200.19
WUAT02003240.1	2.52615664319893	Potri.017G083200.6
WUAT02003242.1	9.77292481897047	Potri.009G068600.2
WUAT02003246.1	3.49167613050148	Potri.013G143400.2
WUAT02003250.1	6.84386737304439	Potri.012G137800.1
WUAT02003251.1	7.08197263134441	Potri.007G062502.1
WUAT02003253.1	8.71431392105326	Potri.017G086600.3
WUAT02003254.1	7.98395792785522	Potri.001G305300.1
WUAT02003255.1	8.46293277739478	Potri.010G226600.4
WUAT02003259.1	10.0420100089243	Potri.013G068800.5
WUAT02003267.1	8.13693648086368	Potri.015G007700.1
WUAT02003269.1	11.18732307213	Potri.013G140260.3
WUAT02003272.1	11.1977803133281	Potri.006G243100.1
WUAT02003274.1	10.0042169196316	Potri.006G194400.1
WUAT02003275.1	7.50411202021175	Potri.016G065900.15
WUAT02003280.1	3.57642483279615	Potri.011G074150.1
WUAT02003281.1	4.97416878307946	Potri.011G074201.1
WUAT02003282.1	11.2251602399464	Potri.006G138500.11
WUAT02003286.1	9.4261996889799	Potri.013G133550.2
WUAT02003292.1	9.70910645232845	Potri.018G083900.2
WUAT02003295.1	9.50916055615698	Potri.013G044700.2
WUAT02003301.1	2.55956359186258	Potri.014G193500.10
WUAT02003304.1	9.60832137156473	Potri.002G078501.3
WUAT02003308.1	9.28999953793801	Potri.011G074100.1
WUAT02003309.1	6.61174901137251	Potri.005G166500.1
WUAT02003310.1	5.22439620688915	Potri.007G041000.1
WUAT02003313.1	9.05464131187044	Potri.002G145200.1
WUAT02003317.1	9.6608131227488	Potri.011G074150.1
WUAT02003318.1	10.6757885956973	Potri.012G056300.2
WUAT02003320.1	10.0939291684555	Potri.001G369100.1
WUAT02003322.1	9.60974387431798	Potri.013G085000.9
WUAT02003324.1	7.98182786940332	Potri.008G075700.2
WUAT02003327.1	8.76106971992435	Potri.013G138900.1
WUAT02003334.1	10.3792437171733	Potri.012G031250.1
WUAT02003340.1	8.9107501354548	Potri.012G031250.1
WUAT02003344.1	9.39139918873316	Potri.004G117900.1
WUAT02003345.1	10.0977998616715	Potri.019G085400.1
WUAT02003346.1	9.89096315948176	Potri.005G247500.1
WUAT02003348.1	9.14732109834103	Potri.015G063100.1
WUAT02003349.1	10.5817305233483	Potri.003G018900.3
WUAT02003350.1	5.5262733104241	Potri.001G462600.2
WUAT02003352.1	9.9575409619145	Potri.017G040800.1
WUAT02003353.1	5.93053924753897	Potri.013G162300.1
WUAT02003354.1	9.38477982875534	Potri.016G049700.1
WUAT02003358.1	8.07633396476758	Potri.006G218400.1
WUAT02003360.1	9.5080763832567	Potri.002G191600.1
WUAT02003367.1	9.77424158815166	Potri.013G162200.1
WUAT02003371.1	10.2185900139996	Potri.008G224210.1
WUAT02003372.1	8.97409095001362	Potri.008G049500.1
WUAT02003376.1	8.64858774171186	Potri.003G048150.1
WUAT02003377.1	9.60436581979414	Potri.015G093400.1
WUAT02003380.1	4.87515917098589	Potri.016G094100.3
WUAT02003381.1	9.87811445532399	Potri.010G090100.2
WUAT02003383.1	10.3695067902001	Potri.008G180000.1
WUAT02003384.1	10.3851399176084	Potri.010G070400.2
WUAT02003385.1	10.7606841820171	Potri.004G165800.1
WUAT02003392.1	10.4750622705245	Potri.011G107900.5
WUAT02003394.1	8.16062452457384	Potri.018G139900.3
WUAT02003398.1	11.0609557457038	Potri.008G217300.6
WUAT02003399.1	7.99763778987592	Potri.014G185804.1
WUAT02003400.1	7.19683531110044	Potri.002G072500.2
WUAT02003401.1	5.96042903655244	Potri.003G086400.5
WUAT02003403.1	9.26486045922125	Potri.017G041500.1
WUAT02003404.1	10.0020378105289	Potri.010G028300.2
WUAT02003406.1	5.53477074855409	Potri.013G143400.2
WUAT02003407.1	9.96632377572125	Potri.013G109100.1
WUAT02003408.1	5.84771302848801	Potri.013G162600.1
WUAT02003410.1	10.6413402875624	Potri.003G038500.5
WUAT02003412.1	10.4017823681174	Potri.002G128700.11
WUAT02003416.1	10.2905663065803	Potri.005G215400.1
WUAT02003421.1	10.2037203519627	Potri.010G226500.1
WUAT02003423.1	11.3939862928022	Potri.018G001700.3
WUAT02003425.1	12.8049281572165	Potri.001G002000.8
WUAT02003426.1	8.73991732313576	Potri.001G275000.1
WUAT02003427.1	8.68453877081621	Potri.016G042400.1
WUAT02003429.1	9.5878431496545	Potri.006G113600.1
WUAT02003430.1	8.75030833102056	Potri.005G225700.1
WUAT02003434.1	4.85770223608438	Potri.010G052500.1
WUAT02003435.1	10.7914292355938	Potri.014G122200.1
WUAT02003446.1	4.08539803247152	Potri.005G093000.5
WUAT02003459.1	3.01125278787408	Potri.010G129800.6
WUAT02003461.1	9.15850564316097	Potri.014G154500.1
WUAT02003462.1	4.03972695668862	Potri.013G143400.2
WUAT02003466.1	10.1798359223033	Potri.017G146600.2
WUAT02003470.1	8.58292502926234	Potri.001G378500.1
WUAT02003471.1	10.4312487011025	Potri.001G138900.3
WUAT02003475.1	10.3947940427367	Potri.001G368300.2
WUAT02003478.1	5.06837214152115	Potri.003G184000.1
WUAT02003484.1	9.20262671640232	Potri.006G100100.1
WUAT02003485.1	9.00755026897534	Potri.010G213700.5
WUAT02003488.1	4.85364554499395	Potri.016G091200.2
WUAT02003493.1	11.6015108293311	Potri.006G223600.3
WUAT02003497.1	7.3135079118713	Potri.003G008700.1
WUAT02003502.1	10.6205027156185	Potri.013G143400.2
WUAT02003503.1	8.5506849771248	Potri.002G197600.1
WUAT02003506.1	3.77230109013583	Potri.016G037400.1
WUAT02003507.1	11.876519727029	Potri.001G144400.1
WUAT02003511.1	7.66542098159597	Potri.016G110900.1
WUAT02003515.1	10.863266835112	Potri.001G061500.1
WUAT02003520.1	8.79727053652605	Potri.013G139080.1
WUAT02003522.1	10.521146329849	Potri.017G063800.1
WUAT02003528.1	7.66368748721845	Potri.012G134700.1
WUAT02003529.1	10.5197902827577	Potri.003G208400.2
WUAT02003533.1	9.32925170268914	Potri.016G025000.2
WUAT02003538.1	11.4979485798633	Potri.009G040600.1
WUAT02003541.1	9.54413822948088	Potri.010G046800.4
WUAT02003543.1	8.82823398481618	Potri.009G084500.3
WUAT02003544.1	10.8776808512532	Potri.001G338400.2
WUAT02003547.1	7.38992952050892	Potri.016G023360.2
WUAT02003551.1	4.66168912984719	Potri.013G142232.6
WUAT02003556.1	9.58652214894895	Potri.019G119851.1
WUAT02003560.1	9.05182732172361	Potri.019G054500.6
WUAT02003561.1	11.9690380039982	Potri.001G104000.16
WUAT02003562.1	5.96713961866592	Potri.018G095900.1
WUAT02003563.1	5.54158900072896	Potri.018G034700.1
WUAT02003565.1	10.176103942886	Potri.008G168100.3
WUAT02003569.1	7.57200713720927	Potri.003G210600.3
WUAT02003570.1	9.15151744333926	Potri.017G134200.2
WUAT02003574.1	9.41647472634069	Potri.001G189500.6
WUAT02003577.1	1.66728387574276	Potri.012G031250.1
WUAT02003578.1	10.207493543505	Potri.008G030600.1
WUAT02003579.1	10.6743675863013	Potri.001G217700.1
WUAT02003583.1	10.9683660044053	Potri.001G325700.3
WUAT02003587.1	9.00536406366928	Potri.006G147000.1
WUAT02003593.1	9.94097788844076	Potri.012G078200.1
WUAT02003595.1	2.01997575443872	Potri.001G312800.9
WUAT02003596.1	9.54756159674963	Potri.006G043650.1
WUAT02003597.1	10.7546019724483	Potri.005G247700.1
WUAT02003599.1	2.97764348857721	Potri.004G186400.1
WUAT02003601.1	10.6881198017611	Potri.013G133550.2
WUAT02003605.1	9.3253464537451	Potri.001G441040.1
WUAT02003606.1	7.94602769431605	Potri.001G199200.1
WUAT02003609.1	9.28982250103357	Potri.014G191100.2
WUAT02003610.1	8.89775556739512	Potri.001G311000.1
WUAT02003613.1	7.39258842834462	Potri.001G452400.1
WUAT02003614.1	7.50715548511555	Potri.001G312800.7
WUAT02003615.1	9.65338449724059	Potri.013G129100.4
WUAT02003616.1	8.77946111020654	Potri.010G189700.2
WUAT02003619.1	9.97105532800446	Potri.017G126300.1
WUAT02003628.1	10.6426325091266	Potri.009G144800.1
WUAT02003637.1	8.68009359719443	Potri.007G062582.1
WUAT02003642.1	10.7188911347337	Potri.013G082200.3
WUAT02003646.1	7.65743112116281	Potri.014G114700.1
WUAT02003648.1	4.31499276428837	Potri.012G137300.1
WUAT02003652.1	9.07913709474477	Potri.012G023300.1
WUAT02003659.1	10.1114249984949	Potri.010G110400.3
WUAT02003664.1	10.79485165821	Potri.013G141700.2
WUAT02003665.1	10.4288241859793	Potri.001G196800.1
WUAT02003668.1	6.02297316424652	Potri.005G097400.11
WUAT02003670.1	5.9403897414253	Potri.013G143400.2
WUAT02003677.1	9.82617527826072	Potri.006G229400.6
WUAT02003682.1	8.33366844102657	Potri.019G040100.15
WUAT02003683.1	7.73756857742369	Potri.003G088600.1
WUAT02003700.1	9.80927931109757	Potri.001G088700.1
WUAT02003701.1	3.61878797381804	Potri.004G125150.1
WUAT02003704.1	8.53269028239188	Potri.013G143400.2
WUAT02003705.1	7.5202998951922	Potri.006G099700.1
WUAT02003707.1	7.37000791665747	Potri.007G061841.1
WUAT02003709.1	9.41621894706164	Potri.006G024000.5
WUAT02003713.1	8.96976219965491	Potri.014G185948.1
WUAT02003714.1	7.80335561305948	Potri.003G054900.4
WUAT02003715.1	11.0941768864329	Potri.010G238300.7
WUAT02003718.1	10.4665040177984	Potri.010G083400.1
WUAT02003723.1	10.8302496785822	Potri.005G150800.1
WUAT02003729.1	9.19116626918335	Potri.011G044400.1
WUAT02003740.1	9.70554026735298	Potri.001G017300.9
WUAT02003741.1	6.50798782503198	Potri.008G054700.4
WUAT02003745.1	9.2465167843982	Potri.005G190200.5
WUAT02003754.1	9.46665561408137	Potri.001G390600.1
WUAT02003756.1	6.42896979487463	Potri.019G045800.4
WUAT02003757.1	5.01687183579836	Potri.006G188700.1
WUAT02003758.1	9.96323665004423	Potri.006G184800.2
WUAT02003761.1	10.5762319558026	Potri.002G235400.1
WUAT02003763.1	7.98090256512321	Potri.013G135600.2
WUAT02003764.1	7.89424068978648	Potri.013G133550.2
WUAT02003767.1	8.35896934846728	Potri.014G185804.1
WUAT02003768.1	4.81605878716849	Potri.013G006700.3
WUAT02003771.1	10.5788264952666	Potri.004G088100.1
WUAT02003772.1	10.2009810131872	Potri.018G034700.1
WUAT02003776.1	4.11547715154952	Potri.013G143400.2
WUAT02003779.1	10.3642692216321	Potri.007G076900.3
WUAT02003781.1	11.0036439014322	Potri.005G249800.4
WUAT02003783.1	9.19639371355427	Potri.019G000900.1
WUAT02003784.1	8.60711840892771	Potri.012G042100.3
WUAT02003785.1	9.46513269345757	Potri.015G134900.2
WUAT02003787.1	8.57416360734522	Potri.013G133550.2
WUAT02003790.1	10.0575339948581	Potri.006G163301.1
WUAT02003795.1	7.98208067446494	Potri.013G142124.1
WUAT02003799.1	10.6398902321747	Potri.014G185948.1
WUAT02003803.1	13.4815710721662	Potri.014G114700.1
WUAT02003808.1	11.0034426192586	Potri.003G162300.1
WUAT02003809.1	11.7316064804924	Potri.002G141500.1
WUAT02003813.1	10.0128359972467	Potri.001G109500.1
WUAT02003814.1	3.21987347794526	Potri.001G349300.9
WUAT02003817.1	9.51831952466963	Potri.T005800.1
WUAT02003820.1	10.4352480157652	Potri.004G203800.2
WUAT02003822.1	8.64041437305527	Potri.014G072800.3
WUAT02003826.1	10.4724043846085	Potri.011G091200.17
WUAT02003831.1	9.12694017892241	Potri.011G071300.1
WUAT02003832.1	10.6004802657022	Potri.010G056900.6
WUAT02003835.1	4.78774439439764	Potri.013G143400.2
WUAT02003838.1	9.28334313821498	Potri.009G092700.1
WUAT02003839.1	11.2403526114751	Potri.001G323100.1
WUAT02003840.1	9.28789620751954	Potri.001G312800.7
WUAT02003844.1	8.81070126255184	Potri.013G138000.1
WUAT02003845.1	8.15764214726692	Potri.006G068700.1
WUAT02003848.1	9.27578383080997	Potri.005G173400.1
WUAT02003858.1	9.00719593297826	Potri.017G009500.1
WUAT02003859.1	9.34963198101641	Potri.001G415300.9
WUAT02003860.1	7.31212984600061	Potri.001G014000.4
WUAT02003862.1	11.2870640498133	Potri.014G185804.1
WUAT02003863.1	10.6810225535601	Potri.013G142760.3
WUAT02003867.1	11.8440801317156	Potri.013G143400.2
WUAT02003871.1	11.1419904564613	Potri.011G090200.5
WUAT02003873.1	8.33687707070287	Potri.001G406700.2
WUAT02003878.1	9.90123396918083	Potri.002G242600.1
WUAT02003883.1	8.45441405716801	Potri.009G117500.2
WUAT02003885.1	5.17534176004999	Potri.004G101250.3
WUAT02003889.1	11.2062759671232	Potri.006G084600.1
WUAT02003891.1	6.53624218467401	Potri.004G058700.2
WUAT02003894.1	10.9873850653151	Potri.017G124200.1
WUAT02003898.1	9.74114226279242	Potri.012G031250.1
WUAT02003899.1	4.36894516365556	Potri.012G090100.2
WUAT02003902.1	10.0359205226431	Potri.012G031250.1
WUAT02003903.1	11.401158148375	Potri.003G120000.1
WUAT02003907.1	8.89046969400817	Potri.001G026300.1
WUAT02003912.1	10.2837776454579	Potri.007G070501.2
WUAT02003916.1	9.68344653233102	Potri.005G179300.2
WUAT02003920.1	10.5699868932129	Potri.009G092400.1
WUAT02003925.1	7.20982526994188	Potri.019G070900.3
WUAT02003926.1	9.36142540333315	Potri.003G148800.1
WUAT02003928.1	4.25148236559895	Potri.013G162600.1
WUAT02003929.1	6.35148147018282	Potri.013G141700.4
WUAT02003932.1	0.946558830068451	Potri.005G099900.1
WUAT02003934.1	11.5871550424198	Potri.006G138500.11
WUAT02003938.1	4.23986619120265	Potri.013G163300.1
WUAT02003939.1	8.64967704917363	Potri.002G057000.3
WUAT02003940.1	10.562421198662	Potri.008G191051.1
WUAT02003943.1	8.50494073708201	Potri.010G052500.1
WUAT02003944.1	8.23928350030805	Potri.007G090150.1
WUAT02003946.1	9.32343987107343	Potri.007G123300.1
WUAT02003948.1	8.78443303577938	Potri.008G117300.2
WUAT02003949.1	5.84388722634935	Potri.003G052100.2
WUAT02003952.1	8.9696041099948	Potri.005G227900.1
WUAT02003956.1	8.68100960111176	Potri.016G120200.2
WUAT02003959.1	-0.0518072586854678	Potri.013G138000.1
WUAT02003961.1	10.3948717434203	Potri.013G141912.1
WUAT02003962.1	7.18419458196868	Potri.008G193700.2
WUAT02003965.1	10.4008316246112	Potri.005G023500.1
WUAT02003966.1	9.07094211189242	Potri.006G227400.1
WUAT02003967.1	8.2577166789248	Potri.004G226600.3
WUAT02003971.1	7.50935100136706	Potri.007G066300.1
WUAT02003974.1	10.4873784298645	Potri.001G125200.1
WUAT02003976.1	9.92209016395316	Potri.013G071800.5
WUAT02003977.1	7.87829766925662	Potri.013G104200.8
WUAT02003978.1	4.2581735108414	Potri.010G081400.2
WUAT02003979.1	10.5757654076268	Potri.006G164050.1
WUAT02003980.1	10.7653048174645	Potri.016G049100.8
WUAT02003992.1	8.36681135624978	Potri.015G077100.1
WUAT02003993.1	8.21513621029136	Potri.013G142232.6
WUAT02004003.1	3.06656390052235	Potri.010G052500.1
WUAT02004004.1	3.22955000828352	Potri.017G110300.5
WUAT02004006.1	9.39071833392632	Potri.006G152500.1
WUAT02004007.1	6.85616903420516	Potri.004G165800.1
WUAT02004008.1	5.01298466511788	Potri.007G062582.1
WUAT02004010.1	9.66407949956874	Potri.007G096900.1
WUAT02004012.1	9.27000164567193	Potri.007G065800.2
WUAT02004018.1	4.55839357087792	Potri.003G048150.1
WUAT02004019.1	9.92106412019905	Potri.011G024000.3
WUAT02004024.1	11.0411942908556	Potri.005G076300.3
WUAT02004039.1	9.86463428301461	Potri.004G129000.2
WUAT02004042.1	8.57858771161763	Potri.013G142232.5
WUAT02004046.1	7.95538478723623	Potri.001G414600.1
WUAT02004048.1	8.64629405245571	Potri.002G090000.7
WUAT02004050.1	7.7050235472932	Potri.010G094300.1
WUAT02004051.1	10.5619719803898	Potri.014G074200.11
WUAT02004060.1	11.8726322264484	Potri.013G143400.2
WUAT02004065.1	12.3722392873677	Potri.005G041101.3
WUAT02004069.1	10.5068620497366	Potri.001G312800.7
WUAT02004070.1	9.171241520643	Potri.013G163200.1
WUAT02004074.1	13.2591429102123	Potri.006G228000.3
WUAT02004079.1	9.20379679333851	Potri.015G051466.1
WUAT02004081.1	8.94924784337267	Potri.008G080900.3
WUAT02004087.1	6.13878729806009	Potri.001G312800.9
WUAT02004088.1	8.49516422818565	Potri.006G277100.1
WUAT02004089.1	0.972445499526485	Potri.016G055600.6
WUAT02004091.1	11.1283455383615	Potri.010G219500.1
WUAT02004092.1	3.86004043049645	Potri.001G156200.2
WUAT02004096.1	10.2119067626728	Potri.007G099200.1
WUAT02004101.1	8.55753995458896	Potri.012G031250.1
WUAT02004104.1	8.3138054937853	Potri.011G107400.2
WUAT02004105.1	8.35534341104652	Potri.013G142232.5
WUAT02004110.1	8.39653921623782	Potri.001G094600.1
WUAT02004112.1	11.4248603626429	Potri.006G035400.7
WUAT02004113.1	7.45090450414966	Potri.009G106900.1
WUAT02004114.1	9.47741122728427	Potri.005G036200.1
WUAT02004117.1	6.90778480168129	Potri.007G062061.1
WUAT02004118.1	9.99515931302785	Potri.004G176200.1
WUAT02004120.1	9.41553827175068	Potri.013G142232.6
WUAT02004123.1	9.97833884435042	Potri.013G032100.1
WUAT02004130.1	1.78314661957019	Potri.002G175000.7
WUAT02004132.1	10.4406087656177	Potri.014G127800.1
WUAT02004136.1	8.92412226671152	Potri.011G072691.1
WUAT02004137.1	10.4186385500045	Potri.010G128100.2
WUAT02004138.1	11.8202658502466	Potri.006G083600.9
WUAT02004141.1	10.3890871735741	Potri.006G038400.4
WUAT02004144.1	10.9886885603534	Potri.004G228800.9
WUAT02004146.1	10.5673176531292	Potri.009G040900.1
WUAT02004147.1	2.73148189255959	Potri.013G141912.1
WUAT02004150.1	10.6710355703135	Potri.001G054400.1
WUAT02004156.1	10.1923829548827	Potri.001G012200.1
WUAT02004159.1	8.64419897187933	Potri.001G123800.1
WUAT02004163.1	9.73116567247554	Potri.010G146800.1
WUAT02004165.1	10.7924626199033	Potri.011G074100.1
WUAT02004168.1	10.8673812314675	Potri.002G165500.1
WUAT02004172.1	10.0029641687412	Potri.001G312800.7
WUAT02004173.1	10.3606504933877	Potri.001G365800.4
WUAT02004179.1	5.85113507955678	Potri.003G175366.1
WUAT02004180.1	6.28156701445721	Potri.003G108900.1
WUAT02004181.1	10.8738708482782	Potri.014G163200.3
WUAT02004183.1	6.34385853424328	Potri.001G282100.1
WUAT02004186.1	8.44544243621191	Potri.010G100200.2
WUAT02004188.1	8.19261790722567	Potri.001G231800.1
WUAT02004191.1	6.59852567193815	Potri.013G139112.2
WUAT02004192.1	3.73813804837456	Potri.013G102500.1
WUAT02004195.1	10.7310459485927	Potri.012G041100.1
WUAT02004204.1	10.246907080634	Potri.018G028900.1
WUAT02004211.1	6.11230353459647	Potri.013G143400.2
WUAT02004213.1	11.4314918081997	Potri.017G146600.2
WUAT02004223.1	6.03370818604859	Potri.013G143400.2
WUAT02004226.1	4.69948078693082	Potri.007G062302.1
WUAT02004227.1	7.00096501350843	Potri.001G197500.2
WUAT02004231.1	9.57162185794025	Potri.002G114500.2
WUAT02004233.1	3.68878825367039	Potri.004G145500.11
WUAT02004235.1	6.76816460486066	Potri.014G185804.1
WUAT02004236.1	9.82910567250312	Potri.006G121300.1
WUAT02004237.1	7.56171628762565	Potri.013G141700.2
WUAT02004239.1	10.7454164040322	Potri.006G250400.2
WUAT02004243.1	7.13662388188645	Potri.003G039475.1
WUAT02004249.1	9.14594359438995	Potri.001G043200.2
WUAT02004253.1	7.36021887256999	Potri.009G012400.2
WUAT02004255.1	12.2744098410502	Potri.001G193000.5
WUAT02004256.1	9.04961342791371	Potri.005G087700.4
WUAT02004257.1	9.15114660375994	Potri.017G029200.6
WUAT02004258.1	13.020655879389	Potri.006G130900.1
WUAT02004263.1	10.7982617027667	Potri.001G443200.6
WUAT02004265.1	12.4448503758398	Potri.005G119400.1
WUAT02004267.1	6.8204495703707	Potri.016G068900.3
WUAT02004272.1	7.40393519635466	Potri.004G074000.1
WUAT02004274.1	7.33639380235216	Potri.010G171600.5
WUAT02004275.1	5.18072943694227	Potri.013G139112.2
WUAT02004276.1	10.9085360848948	Potri.002G103800.1
WUAT02004280.1	8.85009160752908	Potri.006G163301.1
WUAT02004281.1	10.1259313879319	Potri.009G096300.1
WUAT02004282.1	4.67000287550997	Potri.003G197466.1
WUAT02004285.1	8.9213586528939	Potri.018G095700.3
WUAT02004289.1	3.76261178791582	Potri.004G125150.1
WUAT02004291.1	9.51835636017174	Potri.004G091000.1
WUAT02004297.1	3.30543462118094	Potri.001G182300.2
WUAT02004298.1	7.53176090703097	Potri.016G042400.1
WUAT02004300.1	8.14350478509199	Potri.010G052500.1
WUAT02004301.1	8.90919998185307	Potri.012G087400.1
WUAT02004303.1	11.3767212586253	Potri.013G056200.6
WUAT02004305.1	9.98982476094266	Potri.009G013400.15
WUAT02004307.1	11.9749081976191	Potri.002G021800.1
WUAT02004308.1	10.7407017731081	Potri.002G007800.5
WUAT02004309.1	9.23656288617445	Potri.001G308600.1
WUAT02004311.1	1.19106951412734	Potri.013G133550.2
WUAT02004312.1	9.30496235379262	Potri.014G017800.3
WUAT02004317.1	4.14478136016295	Potri.011G113784.1
WUAT02004318.1	8.77516365346264	Potri.001G160600.1
WUAT02004320.1	10.5056219156494	Potri.004G213400.1
WUAT02004321.1	12.2802873749493	Potri.008G224111.1
WUAT02004325.1	8.72752390228119	Potri.005G015400.1
WUAT02004339.1	8.89862621276731	Potri.018G099400.7
WUAT02004343.1	9.71871210279818	Potri.019G039700.1
WUAT02004344.1	7.20725462134018	Potri.009G099032.1
WUAT02004346.1	2.65046602186102	Potri.004G021500.7
WUAT02004348.1	8.0169202645339	Potri.001G106951.1
WUAT02004351.1	9.05134079827633	Potri.009G116700.1
WUAT02004353.1	11.1572597177008	Potri.012G125300.2
