Gene_ID	subject_id	G_T1_Rep1	G_T1_Rep2	G_T1_Rep3	G_T1_Rep4	G_T2_Rep1	G_T2_Rep2	G_T2_Rep3	G_T2_Rep4
WUAT02004050.1	Potri.010G094300.1	2082	1982	1560	3902	2358	1340	1126	2070
WUAT02004051.1	Potri.014G074200.11	26314	42828	33680	41214	40758	40396	47422	57042
WUAT02004060.1	Potri.013G143400.2	106942	151192	103610	196694	60904	79220	69368	96008
WUAT02004065.1	Potri.005G041101.3	157792	243288	226388	188254	109326	144670	143900	179136
WUAT02004069.1	Potri.001G312800.7	27854	47932	25880	51956	28184	23554	25868	27538
WUAT02004070.1	Potri.013G163200.1	5764	11446	7328	11232	7354	9346	10128	9456
WUAT02004074.1	Potri.006G228000.3	260524	563638	531980	434894	251018	104102	76520	491288
WUAT02004079.1	Potri.015G051466.1	6838	10874	6922	9978	10778	9318	11828	10864
WUAT02004081.1	Potri.008G080900.3	5802	8360	5440	8390	7020	6128	7052	8440
WUAT02004087.1	Potri.001G312800.9	526	438	206	804	364	882	180	432
WUAT02004088.1	Potri.006G277100.1	3296	7432	4616	5206	3730	4280	7156	5542
WUAT02004089.1	Potri.016G055600.6	0	2	0	4	10	4	0	4
WUAT02004091.1	Potri.010G219500.1	70914	111220	59354	91908	24970	15776	12468	20470
WUAT02004092.1	Potri.001G156200.2	14	16	26	38	76	92	18	102
WUAT02004096.1	Potri.007G099200.1	20138	34666	18580	32916	37004	25926	35708	51638
WUAT02004101.1	Potri.012G031250.1	4016	6788	2888	8742	4776	4368	4944	5066
WUAT02004104.1	Potri.011G107400.2	3322	5552	2004	5632	4852	1792	4374	2776
WUAT02004105.1	Potri.013G142232.5	4336	2654	3462	6370	7180	1294	2120	3516
WUAT02004110.1	Potri.001G094600.1	3206	4226	2212	5676	2982	2028	1738	2086
WUAT02004112.1	Potri.006G035400.7	105104	52026	63944	71862	2318	2932	1362	17418
WUAT02004113.1	Potri.009G106900.1	942	4276	424	980	1316	3092	3186	1498
WUAT02004114.1	Potri.005G036200.1	10632	16296	10458	18070	10186	8372	11610	11356
WUAT02004117.1	Potri.007G062061.1	784	662	1278	480	1056	2316	2340	3980
WUAT02004118.1	Potri.004G176200.1	15858	23340	14568	28010	28852	20452	26508	24800
WUAT02004120.1	Potri.013G142232.6	6566	16136	13018	10394	15098	23922	22828	23582
WUAT02004123.1	Potri.013G032100.1	15542	29042	12708	23746	9210	6506	8630	8612
WUAT02004130.1	Potri.002G175000.7	2	2	2	4	10	4	12	4
WUAT02004132.1	Potri.014G127800.1	30466	47662	30538	46688	22030	26428	27244	35718
WUAT02004136.1	Potri.011G072691.1	6488	9698	4958	10752	23490	10498	12418	15212
WUAT02004137.1	Potri.010G128100.2	28896	51366	35926	58136	108298	56992	69036	67202
WUAT02004138.1	Potri.006G083600.9	121412	125540	96828	149956	89432	77962	80360	118376
WUAT02004141.1	Potri.006G038400.4	20864	41014	28036	35960	26028	27522	27678	34692
WUAT02004144.1	Potri.004G228800.9	36520	58800	48376	70420	51360	46126	47536	78448
WUAT02004146.1	Potri.009G040900.1	28790	34992	22154	52882	16490	14490	14900	17850
WUAT02004147.1	Potri.013G141912.1	16	32	64	34	28	24	18	42
WUAT02004150.1	Potri.001G054400.1	34918	52640	27988	69752	31898	33100	26130	31924
WUAT02004156.1	Potri.001G012200.1	16274	25472	16404	31912	11294	16096	12716	13806
WUAT02004159.1	Potri.001G123800.1	5710	6142	4186	7746	4940	3560	4406	6106
WUAT02004163.1	Potri.010G146800.1	15076	16770	10154	22512	16584	12118	15614	15708
WUAT02004165.1	Potri.011G074100.1	32736	53384	31032	62828	35866	35794	41812	38486
WUAT02004168.1	Potri.002G165500.1	57432	57696	39000	66306	26688	25366	26132	32710
WUAT02004172.1	Potri.001G312800.7	19154	22472	15570	22164	6404	9464	11034	7672
WUAT02004173.1	Potri.001G365800.4	26162	38782	27296	32422	24842	21970	25938	27534
WUAT02004179.1	Potri.003G175366.1	178	540	134	416	284	260	120	562
WUAT02004180.1	Potri.003G108900.1	160	464	318	334	422	790	704	944
WUAT02004181.1	Potri.014G163200.3	86112	51178	27342	85434	16220	14826	15730	18648
WUAT02004183.1	Potri.001G282100.1	520	762	1086	282	516	712	448	1114
WUAT02004186.1	Potri.010G100200.2	4288	4794	2784	6030	7394	5414	10730	5040
WUAT02004188.1	Potri.001G231800.1	3230	4532	4614	5062	4026	1746	2232	4550
WUAT02004191.1	Potri.013G139112.2	936	306	200	1420	356	350	228	524
WUAT02004192.1	Potri.013G102500.1	10	82	40	46	60	58	66	104
WUAT02004195.1	Potri.012G041100.1	35662	66260	27170	56504	29406	18602	25610	26692
WUAT02004204.1	Potri.018G028900.1	26546	23174	16728	32398	14678	13118	13436	14090
WUAT02004211.1	Potri.013G143400.2	284	536	440	324	318	482	654	516
WUAT02004213.1	Potri.017G146600.2	80612	111936	61490	157790	88476	60528	65016	70046
WUAT02004223.1	Potri.013G143400.2	40	7032	2004	2182	76488	16366	11410	434
WUAT02004226.1	Potri.007G062302.1	62	98	30	80	106	76	118	76
WUAT02004227.1	Potri.001G197500.2	536	20	142	182	234	40	330	50
WUAT02004231.1	Potri.002G114500.2	11218	21038	16684	20108	8562	10760	11250	16682
WUAT02004233.1	Potri.004G145500.11	40	36	32	10	4	70	14	38
WUAT02004235.1	Potri.014G185804.1	1228	1064	916	2058	2622	1302	1780	1658
WUAT02004236.1	Potri.006G121300.1	14636	18210	16542	21542	15156	16200	12922	22650
WUAT02004237.1	Potri.013G141700.2	2146	3282	1214	4632	6014	1734	6840	1362
WUAT02004239.1	Potri.006G250400.2	34184	52344	31028	66942	39980	27086	34410	37574
WUAT02004243.1	Potri.003G039475.1	1114	1626	866	1496	1190	1492	2042	1452
WUAT02004249.1	Potri.001G043200.2	8380	11828	10194	11382	47398	44014	111044	33752
WUAT02004253.1	Potri.009G012400.2	944	1964	1062	2336	1476	1024	1438	1216
WUAT02004255.1	Potri.001G193000.5	157104	193366	213046	183220	82078	107974	74666	153466
WUAT02004256.1	Potri.005G087700.4	7128	9014	6940	9638	7880	5574	6928	9232
WUAT02004257.1	Potri.017G029200.6	6590	7848	8404	10432	7566	9028	11658	13436
WUAT02004258.1	Potri.006G130900.1	329230	559210	387722	610984	253978	271576	298800	296012
WUAT02004263.1	Potri.001G443200.6	38478	44348	37730	52276	21914	22478	18440	31586
WUAT02004265.1	Potri.005G119400.1	235062	287300	170838	331430	75770	58610	64898	90796
WUAT02004267.1	Potri.016G068900.3	830	1108	978	1428	1392	1078	1248	2406
WUAT02004272.1	Potri.004G074000.1	1224	1594	992	1344	2434	2214	2608	1412
WUAT02004274.1	Potri.010G171600.5	1234	1040	330	1770	70	60	36	70
WUAT02004275.1	Potri.013G139112.2	120	782	70	150	54	148	232	116
WUAT02004276.1	Potri.002G103800.1	28618	41340	41556	82734	22192	14658	10744	27320
WUAT02004280.1	Potri.006G163301.1	3608	6110	16592	7248	6352	8972	16742	23272
WUAT02004281.1	Potri.009G096300.1	20728	25994	17932	29400	14590	12976	14804	17690
WUAT02004282.1	Potri.003G197466.1	116	90	22	64	138	82	74	98
WUAT02004285.1	Potri.018G095700.3	5658	7330	6234	10806	8224	6070	8616	11476
WUAT02004289.1	Potri.004G125150.1	10	40	40	48	26	56	42	64
WUAT02004291.1	Potri.004G091000.1	11382	16838	11262	17766	13216	11916	12456	13016
WUAT02004297.1	Potri.001G182300.2	36	0	26	74	4	0	2	0
WUAT02004298.1	Potri.016G042400.1	1708	1174	1440	1454	2982	2338	1712	2642
WUAT02004300.1	Potri.010G052500.1	3050	4616	1814	3142	5552	2720	4088	6122
WUAT02004301.1	Potri.012G087400.1	4152	6234	6018	7402	5622	4422	5264	5912
WUAT02004303.1	Potri.013G056200.6	69302	110300	45970	142500	106706	60288	107348	87662
WUAT02004305.1	Potri.009G013400.15	13348	24912	17266	22102	17774	13646	17802	22946
WUAT02004307.1	Potri.002G021800.1	132182	118202	111576	146288	73068	78332	102128	134808
WUAT02004308.1	Potri.002G007800.5	51024	40688	38904	49820	27480	25894	27274	29578
WUAT02004309.1	Potri.001G308600.1	6668	17200	8220	19998	33364	19342	9394	21324
WUAT02004311.1	Potri.013G133550.2	0	12	0	0	2	8	2	0
WUAT02004312.1	Potri.014G017800.3	7736	9914	8224	11420	7422	6344	8680	13166
WUAT02004317.1	Potri.011G113784.1	42	54	58	62	126	92	126	48
WUAT02004318.1	Potri.001G160600.1	5646	8758	4226	7326	4902	5160	7618	15966
WUAT02004320.1	Potri.004G213400.1	24308	41056	28672	40728	21936	23950	20958	28402
WUAT02004321.1	Potri.008G224111.1	233844	210568	320704	172424	192734	205010	160872	836984
WUAT02004325.1	Potri.005G015400.1	2874	3940	6602	5556	7582	7020	8332	8506
WUAT02004339.1	Potri.018G099400.7	3088	11408	4058	11398	3628	7990	8134	6620
WUAT02004343.1	Potri.019G039700.1	19402	14314	10550	8648	31760	8890	9224	8242
WUAT02004344.1	Potri.009G099032.1	1146	1760	1562	524	26426	2030	1426	3816
WUAT02004346.1	Potri.004G021500.7	2	6	6	10	8	4	16	6
WUAT02004348.1	Potri.001G106951.1	2568	4596	2950	4982	10612	7072	7492	5536
WUAT02004351.1	Potri.009G116700.1	7294	10916	7572	11872	9408	11770	14992	18208
WUAT02004353.1	Potri.012G125300.2	51760	73690	52332	87024	54306	54854	55818	60206
WUAT02004354.1	Potri.013G142760.3	138	794	152	412	220	474	16	16
WUAT02004356.1	Potri.001G253100.4	2414	3778	2104	2486	4688	1954	3316	2842
WUAT02004357.1	Potri.005G226000.8	29994	43336	28950	58840	21698	17960	17722	20122
WUAT02004360.1	Potri.012G058400.2	1976	2250	1164	4780	492	498	208	330
WUAT02004361.1	Potri.009G161001.1	10162	13372	8966	15806	40102	16252	25826	24350
WUAT02004366.1	Potri.002G224000.2	5044	6902	5618	7432	8794	5258	9512	9788
WUAT02004369.1	Potri.001G313900.1	622	888	600	628	1310	586	822	738
WUAT02004372.1	Potri.013G162800.1	710	1244	626	900	858	826	1286	748
WUAT02004374.1	Potri.001G051400.2	4064	4364	3922	7072	3394	3152	4002	3430
WUAT02004375.1	Potri.001G312800.9	3214	3864	5466	4422	4344	4818	4862	6860
WUAT02004377.1	Potri.013G139112.2	54	458	168	230	116	96	40	100
WUAT02004381.1	Potri.008G143700.10	1700	3708	2400	2862	3262	3322	4320	5688
WUAT02004384.1	Potri.013G140260.3	4854	10238	4856	10812	15168	6842	8710	6432
WUAT02004386.1	Potri.001G312800.9	56368	98400	79352	76570	32476	62058	88224	60706
WUAT02004388.1	Potri.001G312800.9	5662	9730	5042	11590	29358	20426	26258	15208
WUAT02004390.1	Potri.012G005000.18	1632	1750	728	3434	3010	2070	1298	2220
WUAT02004391.1	Potri.009G123100.1	20860	21376	14270	41548	30694	13752	15454	15666
WUAT02004393.1	Potri.017G036400.1	39198	50020	41272	65166	62656	53056	52910	59112
WUAT02004398.1	Potri.004G047000.1	4852	13248	6814	9152	10826	10182	12000	13268
WUAT02004399.1	Potri.017G151800.1	7276	14236	11920	9620	9092	8328	6724	11790
WUAT02004402.1	Potri.010G052500.1	24930	39210	21818	47406	33772	21778	35124	26674
WUAT02004411.1	Potri.002G133900.2	5918	11914	7416	9118	9128	8112	8934	9086
WUAT02004415.1	Potri.009G096700.3	1252	1884	2278	2234	1188	952	592	1822
WUAT02004416.1	Potri.002G091200.1	1584	414	1462	4452	11822	2554	1162	582
WUAT02004420.1	Potri.014G097700.1	10642	18324	12844	20996	12246	15274	14216	15816
WUAT02004421.1	Potri.010G232600.2	4726	6758	4560	9576	5054	4466	4578	5026
WUAT02004423.1	Potri.001G418100.1	1682	1388	2004	2260	1680	1492	1460	2722
WUAT02004425.1	Potri.006G163301.1	70	578	78	198	344	504	1242	462
WUAT02004429.1	Potri.004G094400.1	68696	130238	106280	107250	82046	105630	103272	146470
WUAT02004430.1	Potri.008G168300.2	21288	32440	21354	29490	17500	17894	19374	23438
WUAT02004433.1	Potri.013G058900.3	82	122	44	102	80	156	74	98
WUAT02004434.1	Potri.009G101500.6	6648	10050	5474	10924	11968	11042	16972	8984
WUAT02004436.1	Potri.002G216600.5	21206	31934	15674	32128	23366	20508	26118	20098
WUAT02004438.1	Potri.008G163300.6	82590	130396	101048	139642	158980	148520	143248	176620
WUAT02004447.1	Potri.001G356700.1	212	216	192	214	322	378	514	336
WUAT02004449.1	Potri.001G130800.12	334	550	90	310	188	50	366	312
WUAT02004451.1	Potri.018G096028.3	40488	72096	55602	54668	29574	23306	24194	28508
WUAT02004453.1	Potri.014G136466.1	26800	1550	1698	1446	2114	1426	5916	27096
WUAT02004457.1	Potri.017G139500.1	372	574	246	726	932	574	536	898
WUAT02004460.1	Potri.013G143400.2	3576	4160	2958	7120	2662	1204	774	3182
WUAT02004464.1	Potri.019G092300.1	14572	8200	5378	18476	754	490	236	2092
WUAT02004465.1	Potri.013G143400.2	2010	1492	3704	1644	794	1582	960	838
WUAT02004466.1	Potri.005G172200.3	8286	15282	9488	11964	19546	14696	15088	16010
WUAT02004469.1	Potri.014G095400.1	12792	17636	13646	18328	15508	14110	17788	14402
WUAT02004471.1	Potri.003G108500.1	8	18	12	24	2	12	8	18
WUAT02004473.1	Potri.001G032400.1	28044	33924	24452	43516	78560	21470	23730	22034
WUAT02004474.1	Potri.008G144700.2	36528	57994	40666	60132	56196	56212	63710	76648
WUAT02004479.1	Potri.013G012100.1	2930	7004	5222	4804	4320	4964	4882	3906
WUAT02004483.1	Potri.002G209602.1	203256	150092	171482	188896	145738	137176	135872	169282
WUAT02004485.1	Potri.005G119400.1	8	52	10	20	70	50	26	114
WUAT02004487.1	Potri.018G093600.2	9442	18592	7720	14852	57288	35434	32318	20350
WUAT02004490.1	Potri.002G076100.2	8704	12560	6836	12504	10838	7458	8180	9006
WUAT02004492.1	Potri.015G095900.1	22960	42750	38830	43178	32698	20536	27646	35028
WUAT02004493.1	Potri.013G142232.6	4596	5620	4246	7918	5002	3914	3870	6658
WUAT02004501.1	Potri.003G043700.5	55360	95558	62014	104618	51730	63586	71378	79086
WUAT02004503.1	Potri.016G055600.6	518	1090	1146	1076	1134	1764	956	1644
WUAT02004506.1	Potri.005G134400.1	47582	71374	57682	63944	61186	73016	63918	113820
WUAT02004507.1	Potri.010G126600.1	7066	10854	9022	13666	4346	5180	3618	5154
WUAT02004510.1	Potri.010G137900.1	7982	8372	5076	12028	10994	7304	8572	9702
WUAT02004513.1	Potri.016G056200.5	30382	30604	29050	40048	15760	15552	16794	21814
WUAT02004514.1	Potri.011G084251.1	4960	5904	2962	7232	4778	5272	5976	5792
WUAT02004516.1	Potri.013G133550.2	18	300	14	22	12	94	234	0
WUAT02004519.1	Potri.016G043900.1	2196	3268	2252	3742	3466	2358	2848	3508
WUAT02004520.1	Potri.011G164700.3	57722	74962	67016	78332	61896	50876	62746	76568
WUAT02004523.1	Potri.013G142232.6	5588	5972	2982	7938	4996	4078	3138	3162
WUAT02004526.1	Potri.001G175700.1	1386	2364	1448	2898	3968	2104	2816	2422
WUAT02004528.1	Potri.002G188200.2	53130	68530	52356	75682	42766	45976	45940	51048
WUAT02004533.1	Potri.013G131300.3	16320	19172	19112	25336	20732	16782	14536	13686
WUAT02004536.1	Potri.014G185948.1	1586	642	1696	844	786	446	384	1050
WUAT02004537.1	Potri.007G062582.1	17080	24234	11660	32600	18828	11742	15438	14160
WUAT02004541.1	Potri.015G013400.2	16226	22054	14086	23212	11286	9574	10360	12920
WUAT02004542.1	Potri.013G139112.2	9516	14442	8258	17282	8768	6564	6836	9268
WUAT02004546.1	Potri.006G193500.1	53262	70296	44808	69388	61418	47228	55332	59712
WUAT02004551.1	Potri.003G138200.3	368	1050	914	718	1182	974	612	1068
WUAT02004552.1	Potri.006G082900.3	9250	13048	5346	17456	10542	6878	8664	9928
WUAT02004554.1	Potri.014G075300.1	13198	17498	15180	23612	10866	8690	8312	15554
WUAT02004555.1	Potri.013G143400.2	10380	11758	13254	26934	51866	29856	38322	69678
WUAT02004559.1	Potri.013G143400.2	600	2692	574	642	1402	1578	1858	1966
WUAT02004562.1	Potri.011G094500.2	6936	15904	8816	13450	6842	5672	6726	8936
WUAT02004565.1	Potri.005G079200.1	124	398	168	202	426	796	606	446
WUAT02004567.1	Potri.008G224210.1	0	8	12	6	30	14	4	8
WUAT02004569.1	Potri.019G125600.1	11218	14586	16242	19250	9558	9408	11232	13222
WUAT02004580.1	Potri.009G020900.1	1160	2544	1488	2828	2576	2278	2098	2802
WUAT02004586.1	Potri.014G096700.1	27362	32822	36822	36952	45620	39666	50720	63824
WUAT02004587.1	Potri.015G058301.3	17720	37992	27024	32314	17622	21056	27888	24886
WUAT02004589.1	Potri.002G127700.1	11212	8310	7510	12588	6074	3982	4990	6488
WUAT02004590.1	Potri.010G028700.1	62	248	66	132	190	230	202	158
WUAT02004591.1	Potri.006G275000.1	140948	128612	52786	165370	75316	82402	78530	55656
WUAT02004592.1	Potri.014G145000.7	36	50	324	300	476	154	132	1762
WUAT02004601.1	Potri.014G080800.1	11294	22592	13286	20570	13242	19462	12418	16162
WUAT02004605.1	Potri.010G071000.1	91236	117422	74320	148874	60060	50472	81964	61562
WUAT02004609.1	Potri.012G031250.1	4108	5904	7302	9338	17280	6292	7646	20002
WUAT02004610.1	Potri.012G105900.4	6372	12032	9108	11106	10880	15724	17724	19226
WUAT02004613.1	Potri.004G189700.2	40202	63658	41334	62040	37014	36856	36202	38818
WUAT02004618.1	Potri.014G185948.1	5480	7788	6720	10640	6072	9170	5256	7692
WUAT02004622.1	Potri.001G312800.7	18454	19096	17814	19454	35036	17406	18326	14324
WUAT02004625.1	Potri.011G037000.5	638	356	236	228	2348	314	518	1570
WUAT02004626.1	Potri.009G050700.6	9700	16742	15224	15146	13938	11684	11574	15188
WUAT02004628.1	Potri.003G058300.1	8924	16550	11740	19668	9868	11992	12718	12692
WUAT02004634.1	Potri.009G153600.2	562	1100	542	1348	852	678	760	892
WUAT02004640.1	Potri.001G014401.1	8046	11252	10180	10396	18184	17704	18992	42568
WUAT02004641.1	Potri.001G016200.1	4366	3692	2220	3982	6038	4706	5974	8770
WUAT02004644.1	Potri.006G204900.2	15340	28206	25938	23364	22698	19440	19862	38226
WUAT02004645.1	Potri.007G061901.1	19018	33762	16508	39942	41400	35736	37210	21366
WUAT02004647.1	Potri.002G114200.1	8	50	52	58	0	18	68	0
WUAT02004649.1	Potri.001G312800.9	320	732	340	776	748	276	406	36634
WUAT02004651.1	Potri.011G152900.1	21796	24580	19844	33012	20106	15838	15426	20044
WUAT02004653.1	Potri.001G324200.1	2010	2928	1756	2748	3474	2530	3600	2390
WUAT02004654.1	Potri.013G133550.2	5462	7492	3324	10214	9280	5138	8088	10580
WUAT02004659.1	Potri.001G312800.9	26706	60246	26110	43260	64550	118246	190220	82382
WUAT02004667.1	Potri.010G144400.1	12544	6148	5200	12254	4546	2356	1876	4984
WUAT02004669.1	Potri.016G069100.1	62	50	64	122	62	50	36	126
WUAT02004676.1	Potri.013G162200.1	17324	27140	12730	28860	34994	14226	17646	15160
WUAT02004679.1	Potri.019G023012.1	1000	1898	1300	1524	3124	4676	3914	3746
WUAT02004681.1	Potri.006G046500.3	9570	17048	13122	21992	30150	20034	28880	29270
WUAT02004684.1	Potri.001G014401.1	1906	1438	364	1220	1750	570	724	226
WUAT02004689.1	Potri.017G138900.8	3934	8500	6718	8530	6398	8476	10068	9076
WUAT02004690.1	Potri.005G154350.1	32582	39386	29512	52402	29448	27606	31404	37192
WUAT02004694.1	Potri.010G049700.2	3784	5026	2772	4866	3232	2864	2916	2176
WUAT02004695.1	Potri.012G031250.1	13668	23660	13368	23550	20164	17584	18436	23332
WUAT02004698.1	Potri.013G138900.1	25370	38718	21380	45628	25400	18242	23906	18550
WUAT02004699.1	Potri.001G067300.1	27646	39658	31826	41536	27554	28976	33926	42918
WUAT02004700.1	Potri.002G160800.2	18720	50570	5574	50982	67722	30046	45980	22854
WUAT02004707.1	Potri.005G108200.1	3504	5134	2870	5782	15128	7630	7594	4102
WUAT02004708.1	Potri.016G007300.2	20494	29598	22636	31720	26220	22578	28252	37550
WUAT02004712.1	Potri.013G121000.2	2344	4016	2388	5212	4704	3904	3698	2180
WUAT02004713.1	Potri.013G134800.1	4726	10938	5680	6884	9614	5570	4304	4258
WUAT02004716.1	Potri.005G094200.3	13988	21890	21954	19568	14876	20288	18440	25166
WUAT02004718.1	Potri.001G006600.1	1830	2168	1706	1990	5536	2618	2656	2584
WUAT02004720.1	Potri.010G125200.1	3436	2858	3556	5080	2108	1634	936	3300
WUAT02004721.1	Potri.014G147900.1	30888	54628	50226	54352	35928	34260	33902	50436
WUAT02004722.1	Potri.012G088900.1	19586	24746	17498	29542	10020	10632	7910	11684
WUAT02004726.1	Potri.005G095200.2	22628	27506	18528	33826	24604	23920	26630	25936
WUAT02004730.1	Potri.003G212000.1	10876	10964	6452	20944	20220	10852	16294	8194
WUAT02004731.1	Potri.008G126400.2	5600	8260	7992	10444	7592	5848	6860	9112
WUAT02004732.1	Potri.016G004900.2	16442	22896	19002	24840	16190	13340	15372	20472
WUAT02004735.1	Potri.007G122900.1	235966	417584	271482	357152	409666	354280	419538	471938
WUAT02004739.1	Potri.002G007100.2	9930	12326	9120	14170	14074	7922	8056	12994
WUAT02004743.1	Potri.006G249800.1	146	62	46	272	268	22	58	370
WUAT02004744.1	Potri.002G042500.3	31178	34464	26248	38826	26086	26382	29860	25852
WUAT02004745.1	Potri.013G051400.2	10818	15926	14582	20830	17378	13566	15138	24380
WUAT02004746.1	Potri.017G063900.2	7916	8818	4548	18170	2422	2698	1558	2300
WUAT02004758.1	Potri.012G031250.1	732	392	560	2002	2524	636	722	1252
WUAT02004762.1	Potri.017G079400.1	8598	9360	1456	8582	14700	4774	3476	2008
WUAT02004765.1	Potri.010G052500.1	990	1284	528	1930	1680	818	1362	510
WUAT02004767.1	Potri.008G224210.1	194	512	272	358	1098	734	1192	806
WUAT02004771.1	Potri.001G312800.7	1234	1024	1200	1498	1030	772	1032	1620
WUAT02004784.1	Potri.005G210000.1	11016	20108	7302	19316	12532	11794	15564	9220
WUAT02004785.1	Potri.011G080400.3	1134	922	446	1302	420	482	338	724
WUAT02004788.1	Potri.015G085700.4	41732	48258	32886	61654	53542	31888	33388	45244
WUAT02004789.1	Potri.005G091200.2	57294	78170	49188	94760	53540	45096	40996	69328
WUAT02004793.1	Potri.013G163000.1	36198	48800	30606	65184	36712	28306	29996	32940
WUAT02004798.1	Potri.003G108200.1	3992	6932	4906	6020	6730	2378	4216	4770
WUAT02004799.1	Potri.011G137400.1	1366	1748	1422	2220	3366	1394	1588	2750
WUAT02004802.1	Potri.001G044700.2	1646	1956	1474	2662	2018	1900	2720	1926
WUAT02004804.1	Potri.001G341100.5	27690	41798	32338	47560	20120	26598	27946	28596
WUAT02004808.1	Potri.014G057000.1	16	10	54	18	0	12	8	16
WUAT02004821.1	Potri.009G134500.1	12606	12450	5486	17626	11660	24594	32870	5140
WUAT02004829.1	Potri.002G235500.3	5174	2824	2474	4900	1562	1292	1044	2670
WUAT02004831.1	Potri.008G037700.1	12096	14638	7686	20306	10148	7692	10834	8074
WUAT02004832.1	Potri.008G017800.1	53336	30370	39216	56314	21086	16164	20016	28330
WUAT02004834.1	Potri.001G180100.4	50104	58948	43428	79212	58118	36852	36740	47546
WUAT02004837.1	Potri.013G143400.2	236	420	756	88	36	376	12	704
WUAT02004840.1	Potri.013G142124.1	4	12	0	22	12	22	12	28
WUAT02004843.1	Potri.013G143400.2	768	1030	1068	1574	1208	1284	1450	1728
WUAT02004844.1	Potri.001G074000.3	13036	13646	8694	24932	7688	6678	7250	4808
WUAT02004851.1	Potri.005G111700.1	2788	3320	3158	3268	5998	12342	9644	16482
WUAT02004852.1	Potri.007G032800.1	414	524	414	494	1316	446	326	992
WUAT02004853.1	Potri.008G201500.1	516	506	200	698	174	140	128	148
WUAT02004857.1	Potri.001G335300.1	3130	2718	1646	4936	28446	4168	2604	2060
WUAT02004858.1	Potri.013G142232.2	66	142	92	208	74	40	80	52
WUAT02004861.1	Potri.006G080300.1	9846	17130	7914	18448	11952	12206	13888	12838
WUAT02004863.1	Potri.006G069700.1	7034	8696	5952	9558	8978	8706	11652	11682
WUAT02004865.1	Potri.004G210200.13	37668	65670	51204	55114	83380	120762	131852	137124
WUAT02004866.1	Potri.011G134200.17	6288	4986	2350	6342	3674	3204	4124	4284
WUAT02004867.1	Potri.016G045200.1	5364	9654	4348	11488	12458	10880	9494	7888
WUAT02004870.1	Potri.001G229000.2	15322	26720	20250	24902	24158	26898	27802	35482
WUAT02004875.1	Potri.012G058400.2	686	3240	2806	1970	816	1134	612	2548
WUAT02004878.1	Potri.002G233500.1	2840	4272	2344	5406	3112	2330	2976	2984
WUAT02004879.1	Potri.006G133400.3	16896	11650	6262	12196	27392	29002	39012	22026
WUAT02004883.1	Potri.002G099200.1	34190	51682	44804	53102	40358	39812	42608	52492
WUAT02004884.1	Potri.017G073300.1	2756	4542	2558	4820	6866	6818	16030	3950
WUAT02004886.1	Potri.010G019000.2	2	36	0	8	6	36	0	14
WUAT02004888.1	Potri.013G092500.1	940	1934	1708	1726	1644	1986	2220	2644
WUAT02004890.1	Potri.009G020900.1	11950	15952	6826	12042	6024	4776	6118	7220
WUAT02004893.1	Potri.010G052500.1	16	64	24	56	28	20	50	30
WUAT02004901.1	Potri.009G018800.2	25218	30456	24872	29240	26638	25168	33780	28560
WUAT02004902.1	Potri.006G051100.4	5936	13156	14884	7246	11950	6850	7812	11346
WUAT02004905.1	Potri.009G158700.2	24998	39390	18072	46996	29078	19522	21254	24414
WUAT02004906.1	Potri.001G457700.1	10588	18640	11226	16424	13024	8438	11078	14898
WUAT02004910.1	Potri.014G066200.1	13378	21734	13616	21288	15428	19114	22354	19932
WUAT02004915.1	Potri.001G142300.10	3886	4518	4458	4736	4056	5024	5242	7528
WUAT02004920.1	Potri.005G116400.2	87798	197846	222152	156604	139398	185374	284162	361162
WUAT02004923.1	Potri.001G082900.1	3108	4744	3186	4402	10672	7452	5370	6610
WUAT02004924.1	Potri.004G209700.20	35004	40420	38536	31188	17060	19402	14044	20616
WUAT02004927.1	Potri.001G251100.2	648	240	96	382	1098	298	218	842
WUAT02004937.1	Potri.012G072800.3	5068	7968	5366	8956	4290	4042	4374	6316
WUAT02004938.1	Potri.019G018400.3	4576	14996	10142	8456	2014	3050	1166	6492
WUAT02004940.1	Potri.001G441040.1	0	18	62	4	136	58	14	220
WUAT02004942.1	Potri.001G234300.4	28656	51688	24802	54780	60710	45342	37738	46416
WUAT02004947.1	Potri.014G116600.5	2450	3456	2294	4784	2444	2454	2626	2226
WUAT02004951.1	Potri.003G181100.1	10800	14086	8122	14552	12228	10078	13970	11722
WUAT02004960.1	Potri.014G052600.9	86688	124316	98348	135288	73522	81614	73614	74580
WUAT02004965.1	Potri.018G052200.1	5860	10130	8434	9560	9048	10844	12512	14022
WUAT02004966.1	Potri.001G312800.7	58	66	28	52	88	68	78	70
WUAT02004969.1	Potri.008G058500.14	26740	28120	39334	30234	47860	31842	32134	43908
WUAT02004970.1	Potri.004G226300.1	112714	222898	165410	188518	128276	137476	164266	207654
WUAT02004972.1	Potri.013G138201.1	4	0	2	0	2	0	0	4
WUAT02004973.1	Potri.014G074200.11	2294	2978	1804	3092	3756	3156	3708	2712
WUAT02004978.1	Potri.001G126100.1	61936	53650	56394	79004	17140	28226	28392	43986
WUAT02004979.1	Potri.001G356800.10	6308	10788	8094	10960	6690	8116	9870	10574
WUAT02004984.1	Potri.011G039400.2	2320	5006	2376	5028	8496	3816	5562	6122
WUAT02004988.1	Potri.011G074150.1	60	138	144	258	278	320	206	536
